"";"Title";"N.Article";"Authors";"Year";"Document.Type";"Source.Title";"Language";"Authors.Keywords";"Abstract";"ISSN";"Cited.by";"Publisher.Country";"Source"
"973";"Didactic games as student-friendly tools for learning hydraulics in a technical university's undergraduate curriculum";491;"Liuta, AV; Perig, AV; Afanasieva, MA; Skyrtach, VM";2019;"Article";"INDUSTRY AND HIGHER EDUCATION";"English";"Active learning; creativity; didactic game; engineering education; industry collaboration";"This article reports research into the didactic processes of a creative gamified learning process for hydraulics in an undergraduate technical university curriculum, enhanced by industry collaboration. It is based on the use of educational theories of didactic transposition, competency building, learning gamification and emotional intelligence. It is shown that improvement in a student's motivation with regard to the creative learning of hydraulics in an undergraduate curriculum can be achieved through the competitive writing of original stories, tales, poems and songs that illustrate the basic concepts of hydraulics, fluid mechanics and hydraulic drive machinery. This simple humanized and student-centred study, focused on creativity, is significant for the international community of educators in view of the increasing need to provide undergraduates in university communities with both strong creative and sustainable technical abilities.";"09504222";5;"ENGLAND";"Web of Science"
"974";"Digital Communication in Educational Process: Development Trends and New Opportunities";233;"Belonovskaya, ID; Matvievskaya, EG; Saitbaeva, ER; Ksenofontova, AN; Usmanov, SM; Zatsepina, MB; Bakshaeva, EV";2020;"Article";"ONLINE JOURNAL OF COMMUNICATION AND MEDIA TECHNOLOGIES";"English";"student youth; digital communication; University; information space";"The relevance of this article is in the need to study digital communications that affect the quality and content of education, its compliance with modern requirements and determine the level of intellectual potential of society. The University, as a Communicator, an intermediary between the student and the information provided to it, is forced to change the centuries-old traditions in order to stay on the market, in the face of fierce competition of the appeared open distance courses. The purpose of the research is to analyze the role of digital communication in the educational request of students. Research methods: As research methods, the following one was used: online questionnaire survey that allows you to analyze the prerequisites for the development of digital communication in the educational process and identify new opportunities in education through the personal account of the student. Research results: the article examines the reasons for using the personal account and determines the prospects for its further development in the University environment. The satisfaction of using a personal account from mobile devices among active users-students was studied. The existing problems are identified and the reasons for the rare use of the personal account are identified, strategies for attracting students' attention to the personal account are formulated. The novelty and originality of the research lies in the fact that the concept of digital communication is considered in the context of education and its functions are highlighted. The main features of digital communication are presented. The level of approval of existing and potential innovations by active student users (chat for communication, modified portfolio, task scheduler and Bulletin Board from the Institute) is determined. The opinion of students regarding the content of the main page of the personal account is revealed. The preconditions for the development of digital communication in the educational process are investigated: the emergence of digital natives' generation; the resulting request to continuing education; growing importance of self-education; formation of the concept of anticipatory learning; rapid development of open education; a trend to introduce elements of gamification into educational process; the universal gadgetization. The essence of the information and educational environment of the University and the opportunities it provides are studied. The possibilities of the student personal account as a single information space are considered. Recommendations for the modernization of the personal account are given: to rename the group of incomprehensible and non-visited subsections by students; to change the content of the main page by moving the schedule and the number of the school week on it. The research identifies problems with color (the ideal option that would solve a large number of problems, according to students, is the ability to independently design the color scheme or a choice of several options) and the design of the personal account (the main emphasis in the development of the personal account is most effective to make the development of a convenient and visual system of informing students; self-filling the main menu of the personal account, students themselves formulate the need for personalization of the personal account).";"19863497";0;"Turkey";"Web of Science"
"975";"Digital games (Gamification) in Learning and Training: An Approach to Adaptation and Integration in the Classroom";288;"Vargas-Macias, ZL; Rodriguez-Hernandez, AA; Sanchez-Saenz, CL";2020;"Article";"GIST-EDUCATION AND LEARNING RESEARCH JOURNAL";"English";"learning and technology; education and ICT; e-learning; gamification; adaptation; integration; classroom; business environments";"This article is the result of the SGI 2174 project. Its objective is to identify how elements, techniques and mechanics game (gamification) have been implemented, as an ICT-mediated learning strategy for learning and training in the education. A systemic literary review of works on the subject is carried out to contextualize and identify methods, techniques, tools and platforms of gamification. The results make an analysis of the articles reviewed, and describe and describe the technologies and methodologies of gamification and the most relevant results with which gamification has been implemented in educational and business environments. This project is developed in the research groups TelemaTICs and TICA, and funded by DIN-UPTC.";"16925777";1;"Colombia";"Web of Science"
"976";"Digital games in the educational context: new times, new challenges";809;"de Souza, EA; Gomes, VA; Cruz, A; Coelho, PMF";2017;"Article";"REVISTA EDUCAONLINE";"Portuguese";"games; gamification; education; native digital; theconologies";"This article proposes a debate on digital games and gamification, by the intensification of the discussions about digital Technologies and their advantages um education (COELHO, 2011, 2012; GEE, 2009; MATTAR, 2010, 2016; PRENSKY 2010, 2012) and disadvantages (CINTRA, 2015; SETZER, 2008; EISENSTEIN, ESTEFENON, 2011). This study has three obhectives: (i) to discuss the advantages or disadvantages of digital tools education; (ii) to investigate the possibility of reconciling new digital Technologies with traditional means of teaching; and (iii) to understand if there are contributions that games and gamification can ofter education, The theoretical framework of this study on digital education Will bw based on CASTEL(2003), LEVY(1999,2015), SANTAELLA (2003), and digital games COELHO (2011, 2012), MATTAR (2010,2016), PRENSKY (2010, 2012). The methodology wil be bibliographic and exploratory GIL(2012). We start from the hypotesis that traditional methods are not consistent with the profile of the contemporary student (PRENSKY, 2012), and that the scholl resists these innovations. The justufication for this work is given by the large number of Young people Who play video games and motivated by this activity (PRENSKY, 2010). We hope the results Will demonstrate the viability of digital gaming and gamification in education.";"19832664";0;"Brazil";"Web of Science"
"977";"Digital games, developing democracies, and civic engagement: a study of games in Kenya and Nigeria";225;"Fisher, J";2020;"Article";"MEDIA CULTURE & SOCIETY";"English";"civic engagement; civic learning; developing democracies; digital games; serious games; video games";"The use of serious games for civic learning and engagement is an area of growing interest. However, research to date has predominately examined such games in established democratic contexts and has primarily focused on the potential of in-game content and game mechanics for achieving learning and behavior change outcomes. This study used in-depth interviews with key developmental stakeholders for two civic-focused games, Haki2 in Kenya and Your Excellency in Nigeria, to further our understanding in two important but understudied areas: the potential for games to facilitate civic learning and engagement outcomes in developing democratic contexts; and the role of game production and dissemination processes in this potential. I argue that these processes provide opportunities for direct civic engagement, participatory learning, and group mobilization relevant to facilitating civic behavior in developing democratic contexts. While this research identifies critical limitations for games used as stand-alone tools to achieve civic learning and engagement outcomes, it also identifies the potential for game production and dissemination to engage communities in democratic deliberation, in identifying relevant civic-issues and solutions, to facilitate community discussion, and to mobilize players around relevant issues.";"01634437";0;"ENGLAND";"Web of Science"
"978";"Digital resources and didactic methodology in the initial training of History teachers";402;"Miralles-Martinez, P; Gomez-Carrasco, CJ; Arias, VB; Fontal-Merillas, O";2019;"Article";"COMUNICAR";"Spanish";"ICT; mass media; digital competence; secondary education; teacher education; didactic methodology; questionnaire; history";"This paper analyzes the links that exist between the perceptions of teachers-in-training regarding the use of digital resources in the Secondary Education classroom and their own methodological and epistemological conceptions. Shulman's theories continue to largely guide current research on teacher knowledge. However, the impact caused by the new technologies has inspired new approaches like T-PACK, which put the focus on the teachers' digital competence. In order to address this goal, information has been collected by means of a questionnaire implemented in 22 universities, 13 Spanish (344 participants) and 9 British (162 participants). The analysis of data was conducted along three phases: a) examination of the structure of assessments regarding the usefulness of digital resources by analyzing latent classes; b) estimation of confirmatory factor models for variable evaluation processes, History as a formative subject and historical competencies; c) estimation of interclass differences by using confirmatory factor models. The results showed four types of response regarding the use of digital resources in the classroom that were polarized about two items: comics and video games. Important interclass differences have likewise been found regarding methodological issues (traditional and innovative practices), as well as less important differences concerning epistemological conceptions and views on the development of historical competencies in the classroom.";"11343478";13;"Spain";"Web of Science"
"979";"Digital video games as mediators in early childhood education";882;"Requena, BES; Gonzalez, JMM; Gea, EV";2017;"Article";"EDUCAR";"Spanish";"childhood; games; knowledge; environment; abilities; gamification";"This article presents the results of a quasi-experimental research study on the opinions and assessments of students in the third year of the second cycle of pre-school education on the use of a digital educational video game, whose thematic focus is the environment. The video game covers various content areas, thus lending it a globalizing character. The educational video game was developed and designed for professionals in the field of technology and pedagogy at the Faculty of Educational Sciences of the University of Cordoba in 2014. The findings show that the use of digital video games promotes the students' perception of their knowledge and attitudes regarding general aspects of recycling, indicating that gamification enhances learning.";"0211819X";1;"Spain";"Web of Science"
"980";"Digitization Era for Electric Utilities: A Novel Business Model Through an Inter-Disciplinary S/W Platform and Open Research Challenges";770;"Makris, P; Efthymiopoulos, N; Nikolopoulos, V; Pomazanskyi, A; Irmscher, B; Stefanov, K; Pancheva, K; Varvarigos, E";2018;"Article";"IEEE ACCESS";"English";"Digital electric utilities; virtual energy communities; behavioural change; green social network; demand response programs";"The digitization era for electric utilities is tightly coupled with the development of interdisciplinary software (S/W) platforms aiming at establishing much more efficient communication pathways with their clientele and other smart grid market stakeholders. This paper presents the SOCIALENERGY S/W platform, which is funded by the EU H2020 work programme SOCIALENERGY is a user engagement, social networking, gamification, and business management platform aiming at evolving energy markets' operation and educating virtual energy communities. The proposed business model is targeted on electric utilities' customer segment. The proposed system is modular by design incorporating several subsystems from various disciplines, such as ICT, energy efficiency, behavioral economics, education, and gamification. The proposed system facilitates the easy, rich, and deep communication among individual energy consumers, virtual energy communities, utilities, and other less direct stakeholders (such as electric appliance retailers and building renovators). Finally, the paper provides important research/innovation insights and challenges to be addressed towards the proposed Green Social Response Network concept and the exploitation of SOCIALENERGY system as part of more complex systems for the 2030 smart grid era and beyond.";"21693536";10;"USA";"Web of Science"
"981";"Do Skills and Challenge Affect Perceived Learning? Mediating Role of Engagement";229;"Acharya, A; Gupta, M";2020;"Article";"JOURNAL OF ELECTRONIC COMMERCE IN ORGANIZATIONS";"English";"Challenge; Engagement; Gamification; Learning; Skill; Video Game";"Gamification, the usage of elements relating to game design to non-game activities, has gained considerable attention from academia and industry. It is uncertain as to whether students require skills and challenges to engage them in the game for enhancing their learning. Thus, the objective of this article is to examine the mediating role of engagement in the relationship between skill and perceived learning as well as between challenge and perceived learning in game-based learning environments. Data was gathered using a survey of Player Unknown's Battlegrounds (PUBG) players. A total of 233 young Indian players participated in the study. The results showed that engagement fully mediates the relationship between skill and perceived learning as well as between challenge and perceived learning. This study contributes to the literature on game-based learning by providing evidence for the educational video games to be one of the effective means of learning. Results of the present study imply that the educational game designers can design challenging games to engage the students.";"15392937";1;"USA";"Web of Science"
"982";"Do students want to learn using video games? Users' opinions about the educational function of video games";881;"Gomez-Garcia, S; de la Maza, AJP; Chicharro-Merayo, M";2017;"Article";"EDUCAR";"Spanish";"video games; education; youth; gamification";"Video games have become a valid methodological teaching tool that is highly valued by experts and teachers due to their interactive ability and proximity to young generations. But what do students think about video games? What is the relationship between students and video games? What educational capacities do video games have? This article examines the main academic arguments on the educational capacities of video games and assumes that higher education students use video games for fun and pleasure rather than for educational purposes. A qualitative methodology based on indepth interviews of a sample of undergraduate students of audiovisual communication, media studies and journalism was used to collect and analyse the discourse models of students regarding their extracurricular relationship with video games. The data obtained permitted the analysis of items such as the value of video games as a learning resource at university, the utility of video games for developing manual and intellectual abilities, or the role of video games in educational motivation, focusing particularly to the gender of the interviewees.";"0211819X";4;"Spain";"Web of Science"
"983";"Does educational gamification improve students' motivation? If so, which game elements work best?";737;"Chapman, JR; Rich, PJ";2018;"Article";"JOURNAL OF EDUCATION FOR BUSINESS";"English";"Gamification; higher education; learning technology; motivation; online education";"Educational gamification is a growing field. The authors answer the following important questions: (a) To what degree does educational gamification, in general, increase students' perceived motivation in learning? (b) To what degree do specific game elements impact perceived motivation in learning? and (c) Are the benefits of gamification limited to or enhanced in participants with specific demographic characteristics? A survey of organizational behavior students' perceptions (n = 124) investigated how participating in a gamified course motivated students overall and examined the individual effect of specific game elements. Of the participants, 67.7% reported that the gamified course was more or much more motivating than a traditional course. Correlational data indicated that being a member of any measured demographic (e.g., gender, age, student status) was not a barrier to finding gamification motivating.";"08832323";14;"ENGLAND";"Web of Science"
"984";"Drivers and Barriers to Adopting Gamification: Teachers' Perspectives";806;"Sanchez-Mena, A; Marti-Parreno, J";2017;"Article";"ELECTRONIC JOURNAL OF E-LEARNING";"English";"gamification; games and learning; drivers; barriers; teachers; Higher Education";"Gamification is the use of game design elements in non-game contexts and it is gaining momentum in a wide range of areas including education. Despite increasing academic research exploring the use of gamification in education little is known about teachers' main drivers and barriers to using gamification in their courses. Using a phenomenology approach, 16 online structured interviews were conducted in order to explore the main drivers that encourage teachers serving in Higher Education institutions to using gamification in their courses. The main barriers that prevent teachers from using gamification were also analysed. Four main drivers (attention-motivation, entertainment, interactivity, and easiness to learn) and four main barriers (lack of resources, students' apathy, subject fit, and classroom dynamics) were identified. Results suggest that teachers perceive the use of gamification both as beneficial but also as a potential risk for classroom atmosphere. Managerial recommendations for managers of Higher Education institutions, limitations of the study, and future research lines are also addressed.";"14794403";17;"ENGLAND";"Web of Science"
"985";"E-Learning for SMEs";55;"Tyurina, Y; Troyanskaya, M; Babaskina, L; Choriyev, R; Pronkin, N";2021;"Article";"INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING";"English";"Digitalization of learning; e-learning; organizational activity; small and medium enterprises";"This study was aimed to investigate the advantages and disadvantages of the e-learning system and distinguish the concepts of e-learning and distance education. The study population included 40 managers from five contact centers, 20 of which comprised a control group that did not undergo specialized training The companies under consideration were representatives of the Russian domestic market and did not operate abroad. As a result of the experiment, the average number of sales of managers who underwent training increased by 20% in relation to the previous period. In the control group, the number of sales remained the same. In this regard, the introduction of gamification in particular, and e-learning as a whole, can be deemed a useful strategy to improve organizational activity not only in big companies but also in SMEs. Moreover, taking into account the lower cost of online education compared to traditional learning courses, web-based training remains an excellent alternative for SMEs since expenses on its implementation will be fully paid off by the received profit.";"18630383";0;"Germany";"Web of Science"
"986";"E-Learning Platforms as Leverage for Education for Sustainable Development";315;"Donath, L; Mircea, G; Rozman, T";2020;"Article";"EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT";"English";"E-learning; education; sustainable development; gamification; LMS";"The paper is a conceptual approach to education for sustainable development using an e-learning platform. It starts from the observed reality that all education stakeholders need a learning environment where they can have access to knowledge, collaborate and share their experience, as a survey conducted among students and companies in Timisoara, Romania, region shows. The proposed multi-stakeholder environment accommodates two sections: the learning environment mostly dedicated to students, trainees, tutors and mentors and the virtual sustainability centre that is dedicated to on-line meetings, workshops, counselling, etc. Durable learning is supported by a range of written digital and multimedia resources, including pre-recorded on-line tutoring, videos and games. To engage online learners, various gamification techniques were used in the course design phase, such as recording and presenting the learner's progress, role-playing and similar. The article presents a conceptual design of the learner's journey and a mapping from gamification concepts to Moodle LMS elements.";"22395938";1;"Italy";"Web of Science"
"987";"Earthquake in the City; using real life gamification model for teaching professional commitment in high school students";729;"Alhosseini, SSN; Pourabbasi, A";2018;"Article";"JOURNAL OF MEDICAL ETHICS AND HISTORY OF MEDICINE";"English";"Professional commitment; Gamification; Adolescents; Education";"Professional commitment plays a significant role in all professions. Moreover, schools are valuable fields for teaching the principles of these concepts especially through novel methods such as gamification. Earthquake in the city was implemented in a school in Tehran, Iran, and its effectiveness on learning the concepts of professional commitment was evaluated. Earthquake in the city was built based upon a fantasy scenario occurring in an imaginary city. Each student took on a role in the city (citizen or healthcare provider). After finishing the game, participants were asked about the concept of professional commitment. Their definition was scored by a group of medical ethics experts separately in terms of compliance with the actual definitions and compared with their peers in the control group who did not participate in the game. A group of 16-year-old teenagers studying in the 11th grade participated in this intervention. The average score of conformity with the actual concept of professional commitment among the case group participants was significantly higher than the average value for the control group (P < 0.05). The results of this study could provide insights to planners and educators engaged in the education system so that gamification can be incorporated as an influential tool to teach the concepts of professional commitment. This experience can also be generalized to other concepts, but designing the appropriate scenario will be the most important component of the intervention in these cases.";"20080387";1;"Iran";"Web of Science"
"988";"Ecosystem of innovation education, ECOLAB. Laboratory and differential training processes";461;"Ramirez, AJM; Chacon, S";2019;"Article";"PANORAMA";"Spanish";"Education; innovation; virtuality; educational innovation; reverse classroom; assertive communication";"This reflection article analyzes the training experience mediated by new teaching methodologies, in the International Business program of the Grancolombiano Polytechnic, including a description of the most contemporary concepts on educational innovation and use of new educational methodologies, structured under the principle of education of quality of sustainable development goals and the inclusion of new methodologies in the virtual classroom.";"19097433";0;"Colombia";"Web of Science"
"989";"EDUCATION AND BUSINESS AS A KEY TOPICS AT THE INSTAGRAM POSTS IN THE AREA OF GAMIFICATION";591;"Pilar, L; Moulis, P; Pitrova, J; Bouda, P; Gresham, G; Balcarova, T; Rojik, S";2019;"Article";"JOURNAL ON EFFICIENCY AND RESPONSIBILITY IN EDUCATION AND SCIENCE";"English";"Business; education; gamification; instagram; social network";"The aim of this paper is to examine the communication content of Instagram social network users, on the basis of the hashtags they use relating to gamification and to define communities within the network in the context of education. The results are based on the analysis of Instagram's worldwide social network. Primary data were collected using script to capture communication on the social network Instagram. The analysis included Instagram photos selected on the basis of hashtag #gamification (17,994 contributions). The results identify that the most commonly associated expressions with hashtags #gamification are hashtags associated with education and business, especially where startup and innovation are concerned. On the basis of an analysis visually isolated communities with an average modularity of 0.506 were identified, which relate to the communication of the gamification on the social network Instagram: 1) Education, 2) Entrepreneurship, 3) Gamification in general, 4) Social and 5) Enjoyment. The benefit of analysis for the education area is to identify the university's links between Education and Entrepreneurship and the Teacher and Trust between education and enjoyment.";"23362375";6;"Czech Republic";"Web of Science"
"990";"Education in gender equality between adolescents: a didactic experience";756;"Campo, SS";2018;"Article";"GUINIGUADA";"Spanish";"Gamification; teenagers; gender equality; stereotypes";"The aim of the present didactic experience has been to make known to the students of 1st ESO the biological (sex) differences, the cultural roles and stereotypes associated with gender in women and men present in the stories, songs, advertising, movies, videogames, among others. During the third trimester of the 2016/17 academic year, a quantitative pilot study was carried out on 98 students in the 1st year of secondary school at a Barcelona secondary school. 36 pedagogical hours were programmed to carry out the activities, which were divided into six sessions, during the first some questions were made to determine the roles assigned to sex. A dynamic and didactic methodology has been used with expert professionals in education and sexual health. This has generated a proposal of innovative learning and learning about sexuality and gender roles in adolescents.";"02130610";1;"Spain";"Web of Science"
"991";"EDUCATION OF THE FUTURE";555;"Vitanova, N";2019;"Article";"PEDAGOGIKA-PEDAGOGY";"Bulgarian";"future; education; standardization; gamification; linearity; individualization";"This article attempts to present the forecasts for the development of education and its peculiarities in the 21st century. On the basis of the current state of education, some more important trends related to the peculiarities and characteristics of the education of the future are hypothetically presented. Possible solutions are presented in the context of the unpredictable future educational reality. Modern education does not need reform, it needs revolutionary change. The new architecture of education does not stem from the past, but requires unconventional solutions in the light of an uncertain and unpredictable future educational reality.";"08613982";0;"Bulgaria";"Web of Science"
"992";"Educational Functions and Design of Badge Systems: A Conceptual Literature Review";629;"Facey-Shaw, L; Specht, M; Van Rosmalen, P; Borner, D; Bartley-Bryan, J";2018;"Review";"IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES";"English";"Badge system design; computers and education; digital badges; literature review";"In today's technological era, emerging educational technologies, such as digital badges, have shown the potential for fostering student learning. To examine the major considerations undergirding the design of digital badges used in an educational context, a conceptual literature review of multidisciplinary electronic databases oriented towards computing and education was undertaken. The three core design dimensions found in our analysis were the specific function of badges, the structure of badge systems, and the different types of design and interaction features used with badges. We highlight the main effects of studies addressing these dimensions and provide recommendations and suggestions for further research to educational stakeholders who seek to better understand how to implement badges within their own institutions.";"19391382";4;"USA";"Web of Science"
"993";"Educational projects of video game gamification: development of numerical thinking and school reasoning in vulnerable contexts";350;"Alvarez, JH; Taxa, F; Castaneda, RF; Cotera, SO";2020;"Article";"EDMETIC";"Spanish";"Gamification; Arithmetic Thinking; Educational Project; Video Game";"Gamification through the use of video games is not yet fully applied in the Peruvian education system, due to factors such as: economic investment, probable provocation of gambling disorders; or due to ignorance of its application. In this case, it was proposed to include video games as basic gamifiers of educational projects to develop mathematical thinking in students from vulnerable contexts. The work approach was quantitative, experimental design at an explanatory level. The sample was 79 third and fourth grade elementary students from three schools in the districts of Comas and Ventanilla in Lima, Peru (M = 7.8 years; S.D. = 1.44), these were selected from three contexts determined by Zoning in their respective districts: a) Human settlement, b) housing association and c) urbanization. The instruments Enactive, iconic and symbolic diagnostic evaluation and Precalculus test were used. The results indicated differences between the pretest and posttest measurements of the calculation and operations dimension of students belonging to the human settlement context, significant differences were also obtained in the comparison of subject indexes of the housing association and urbanization context. Regarding the mathematical reasoning dimension, the data reported differences in students in the context of human settlement and housing association; however, no differences were found in the group of students in the urbanization context. Finally, the study contributed to the understanding of the gamification of educational projects as a companion to the pedagogy or didactics of mathematics in different contexts of vulnerability.";"22540059";0;"Spain";"Web of Science"
"994";"EDUMAT: gamified web tool for teaching elementary operations";404;"Sanabria, LFM; Ordonez, LMV";2019;"Article";"CAMPUS VIRTUALES";"Spanish";"Gamification; Education; Game; Math; Training; Division";"This research proposes a method for teaching elementary operations based on gamification and information and communication technologies with the aim of promoting best practices in the context of education and improving the performance of basic education students in the area of mathematics, centered the division with successive subtraction, which includes the four elementary operations (addition, subtraction, multiplication and division) in a single procedure. The method was implemented in a web application with an interactive and didactic environment where through the game the skills and knowledge that students acquired in the classroom were tested. The intention was to verify by means of an implantation test in an educational environment if the method is really effective and if it fosters the interest of including didactic learning strategies in the classroom.";"22551514";0;"Spain";"Web of Science"
"995";"Effect of Demographics on Use Intention of Gamified Systems";785;"Aydin, G";2018;"Article";"INTERNATIONAL JOURNAL OF TECHNOLOGY AND HUMAN INTERACTION";"English";"Game Elements; Gamification; Gamified Services; PLS-SEM; TAM; Technology Acceptance; Technology Adoption";"Gamification has become an influential term in diverse fields ranging from education to systems development and marketing. The recent intensifying emphasis is attributable to enabling technologies and successful practical applications used for changing attitudes and increasing engagement. However, relevant academic studies are not wide-spread and this study aims to address this vital research gap. This study is structured to understand the factors affecting intention to use gamified systems and test whether they are affected by gender or age. An online survey study was conducted on a web-based gamified system (EmpireAvenue.com) and following a detailed screening process, a total of 168 fully complete questionnaires were attained. The theoretical model employed was developed upon technology acceptance model (TAM) and modified to incorporate an intrinsic motivation element, namely the perceived enjoyment construct. According to the findings, age and gender moderate the relationships between usefulness, ease of use, perceived enjoyment and intention to use the gamified system.";"15483908";3;"USA";"Web of Science"
"996";"EFFECTIVENESS OF GAMIFICATION ELEMENTS IN BLENDED LEARNING ENVIRONMENTS";471;"Mese, C; Dursun, OO";2019;"Article";"TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION";"English";"Gamification; blended learning; community of inquiry; motivation";"The purpose of this study was to determine the effectiveness of blended learning environments enriched with the use of gamification elements. The study was carried out using the convergent parallel mixed design, in which the qualitative and quantitative data were integrated. The study was conducted with 63 participants who were randomly divided into control and experimental groups. In the experimental group, the activities were enriched in the environment by using the gamification elements but not in the control group. The data were collected by Community of Inquiry data collection tool, academic achievement test, Instructional Materials Motivation Survey, experience activity, and interviews. According to the results, no difference was observed between the groups in terms of community of inquiry model, academic achivement, motivation. These findings are supported by qualitative data. According the findings, it could be stated that learning occurred in the form of latent learning in the experimental group.";"13026488";2;"Turkey";"Web of Science"
"997";"Effectiveness of Gamification for Flood Emergency Planning in the Disaster Risk Reduction Area";310;"Arinta, RR; Suyoto; Emanuel, AWR";2020;"Article";"INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY";"English";"Gamification; natural disaster; flood";"Natural disasters are something that is not easy to predict, and one of them is a flood. Disaster risk reduction is the concept of how people minimize accidents and victims affected by disasters. The objective of this study is to utilize gamification to increase user effectiveness and to give an explanation of disaster preparedness for residents who live in the rural area. Gamification design consisting of game mechanics and dynamic games can increase user interest in education. This research was conducted at the disaster preparedness participant school with 65 participants, along with 21 communities affected by the flood disaster. The evaluation results in the aspect of usefulness (UU) gets the highest average value of 4,1225 or 83.19% of respondents to agree (very satisfied). With the usefulness, along with ease of usefulness being the most upper aspect from USE evaluation will help to facilitate the learning process and the process of accessing information and learning material. The results showed that gamification could increase the effectiveness in terms of time by 89.77% of information and knowledge about disaster risk and disaster preparedness to the public.";"21924880";0;"Germany";"Web of Science"
"999";"Effectiveness, acceptability and usefulness of mobile applications for cardiovascular disease self-management: Systematic review with meta-synthesis of quantitative and qualitative data";706;"Coorey, GM; Neubeck, L; Mulley, J; Redfern, J";2018;"Review";"EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY";"English";"Cardiovascular disease; mobile applications; mHealth; lifestyle behaviour; systematic review";"Background Mobile technologies are innovative, scalable approaches to reducing risk of cardiovascular disease but evidence related to effectiveness and acceptability remains limited. We aimed to explore the effectiveness, acceptability and usefulness of mobile applications (apps) for cardiovascular disease self-management and risk factor control. Design Systematic review with meta-synthesis of quantitative and qualitative data. Methods Comprehensive search of multiple databases (Medline, Embase, CINAHL, SCOPUS and Cochrane CENTRAL) and grey literature. Studies were included if the intervention was primarily an app aimed at improving at least two lifestyle behaviours in adults with cardiovascular disease. Meta-synthesis of quantitative and qualitative data was performed to review and evaluate findings. Results Ten studies of varying designs including 607 patients from five countries were included. Interventions targeted hypertension, heart failure, stroke and cardiac rehabilitation populations. Factors that improved among app users were rehospitalisation rates, disease-specific knowledge, quality of life, psychosocial well-being, blood pressure, body mass index, waist circumference, cholesterol and exercise capacity. Improved physical activity, medication adherence and smoking cessation were also characteristic of app users. Appealing app features included tracking healthy behaviours, self-monitoring, disease education and personalised, customisable content. Small samples, short duration and selection bias were noted limitations across some studies, as was the relatively low overall scientific quality of evidence. Conclusions Multiple behaviours and cardiovascular disease risk factors appear modifiable in the shorter term with use of mobile apps. Evidence for effectiveness requires larger, controlled studies of longer duration, with emphasis on process evaluation data to better understand important system- and patient-level characteristics.";"20474873";62;"ENGLAND";"Web of Science"
"1000";"Effects of a Collective Family-Based Mobile Health Intervention Called SMARTFAMILY on Promoting Physical Activity and Healthy Eating: Protocol for a Randomized Controlled Trial";90;"Wunsch, K; Eckert, T; Fiedler, J; Cleven, L; Niermann, C; Reiterer, H; Renner, B; Woll, A";2020;"Article";"JMIR RESEARCH PROTOCOLS";"English";"mobile app; telemedicine; behavior change; health behavior; family; primary prevention; exercise; food and nutrition; randomized controlled trial; accelerometer; wearable electronic devices; social cognitive determinants; just-in-time adaptive intervention; digital intervention; mobile phone";"Background: Numerous smartphone apps are targeting physical activity and healthy eating, but empirical evidence on their effectiveness for initialization and maintenance of behavior change, especially in children and adolescents, is still limited. Objective: The aim of this study was to conceptualize a theory-based and evidence-based mHealth intervention called SMARTFAMILY (SF) that targets physical activity and healthy eating in a collective family-based setting. Subsequently, the app will be refined and re-evaluated to analyze additional effects of just-in-time adaptive interventions (JITAIs) and gamification features. Methods: A smartphone app based on behavior change theories and behavior change techniques was developed and implemented and will be evaluated with family members individually and cooperatively (SF trial). Existing evidence and gained results were used to refine and will be used to re-evaluate the app (SF2.0 trial). Both trials are cluster randomized controlled trials with 3 measurement occasions. The intervention group uses the app for 3 consecutive weeks, whereas the control group receives no treatment. Baseline measurements (T-0) and postintervention measurements (T-1) include physical activity (ie, self-reported and accelerometly) and healthy eating measurements (ie, self-reported fruit and vegetable intake) as the primary outcomes. The secondary outcomes (ie, self-reported) are intrinsic motivation, behavior-specific self-efficacy, and the family health climate, complemented by an intentional measure in SF2.0. Four weeks following T-1, a follow-up assessment (T-2) is completed by the participants, consisting of all questionnaire items to assess the stability of the intervention effects. Mixed-method analysis of covariance will be used to calculate the primary intervention effects (ie, physical activity, fruit and vegetable intake) while controlling for covariates, including family health climate, behavior-specific self-efficacy, and intrinsic motivation. Results: This study is funded by the German Federal Ministry of Education and Research and ethically approved by the Karlsruhe Institute of Technology. For both trials, it is hypothesized that the apps will positively influence physical activity and healthy eating in the whole family. Furthermore, SF2.0 is expected to produce stronger effects (ie, higher effect sizes) compared to SF. SF app development and piloting are completed. Data acquisition for the SF trial is terminated and discontinued due to the COVID-19 pandemic. SF2.0 app development and piloting are completed, while data acquisition is ongoing. Participant recruitment for the SF 2.0 trial started in February 2020. The results for SF are expected to be published in mid-2021, and the results of SF2.0 are expected to be published in mid-2022. Conclusions: In this study, it is hypothesized that targeting the whole family will facilitate behavior change at the individual level and the family level, as the implemented strategies address changes in daily family life. Furthermore, subsequent app development (SF2.0) with supplementary addition of motivation-enhancing features and a JITAI approach is expected to enhance positive intervention effects.";"19290748";0;"Canada";"Web of Science"
