"";"Title";"Year";"Source title";"Cited by";"DOI";"Link";"Abstract";"Author Keywords";"Index Keywords";"Language of Original Document";"Document Type";"Open Access";"Source"
"11";"1 Slash 100%: Gamification of mathematics with hybrid QR-based card game";2020;"Indonesian Journal of Electrical Engineering and Computer Science";2;"10.11591/ijeecs.v20.i3.pp1453-1459";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093702218&doi=10.11591%2fijeecs.v20.i3.pp1453-1459&partnerID=40&md5=b2fb9fa4420ae3ed31c52b9fea0fa909";"Mathematics is vital in our life and society. However, gamification of mathematics is rare for topics such as fractions and decimals. This paper presents the development of an educational mathematics game called one slash one hundred percent (1 Slash 100%). It is the hybridization of the conventional card game and quick response (QR). This research aims to study how the respondents explore the card game to master decimal, fraction and percentage. The testing was conducted among secondary school students in Kuching, Sarawak, Malaysia (n=12; age=14). The respondents were asked to answer a set of questions in pre-test and post-test question. The results are promising where the analysis showed a significant difference between pre-test (M=14.3, SD=2.103) and post-test scores (M=17.6, SD=2.234). Thus, gamification of mathematics using the hybrid card game increases their mastery of decimal, fraction and percentage. © 2020 Institute of Advanced Engineering and Science. All rights reserved.";"Game-based learning; Interactive learning; Mathematics education; Serious game development; STEM";"";"English";"Article";"All Open Access, Hybrid Gold, Green";"Scopus"
"12";"Audience response software as a learning tool in university courses";2020;"Education Sciences";NA;"10.3390/educsci10120350";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097291653&doi=10.3390%2feducsci10120350&partnerID=40&md5=6077929cc1bacca16eac169731de6fe9";"The use of information and communication technologies (ICTs) has become a fundamental tool in all areas of today’s society, including higher education. Lessons cannot be envisaged without the use of tools such as computers, tablets or mobile devices. Many lecturers use audience response systems (ARS) to keep their classes engaged. ARS software allows teachers to interact with students via polls, text responses, or multiple-choice questions displayed via their mobile devices. A new example of the use of this type of devices in education is gamification, a technique that uses a set of activities with ludic character as a learning methodology in order to facilitate the acquisition of knowledge and competences. One of the most used gamification tools is Kahoot!, a free learning application based on a mixture of game and creativity, which encourages attention and participation of students through questions and answers formulated by the teacher and designed in a way that students respond via their mobile phones. This paper examines the use of Kahoot! in a subject belonging to the chemistry area. In order to assess the benefits of this tool, it was tested in a group of students to review the knowledge and skills acquired during the theoretical lessons prior to the exams, and the academic results were compared with those of a control group of students who did not use the tool. The results demonstrate that the use of Kahoot! led to an improvement in the teaching–learning process of the students and a noteworthy rise in their marks, and that its positive effects rise with increasing the frequency of use of this didactic tool. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.";"Competences; Gamification; Higher education; Information and communication technologies; Kahoot!; University students";"";"English";"Article";"All Open Access, Gold";"Scopus"
"13";"Gamifying the foreign language classroom for brain-friendly learning";2020;"Foreign Language Annals";NA;"10.1111/flan.12490";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096700253&doi=10.1111%2fflan.12490&partnerID=40&md5=f57c08313b109788b3d1f9bc7298f728";"New instructional models for learning are emerging as alternatives to traditional education. Gamified instruction is touted as a motivational alternative for learning that increases learner autonomy, but research is lacking into its educational merit beyond those claims. This study measured the extent to which a gamified English as a foreign language classroom adhered to 21 principles of good education proposed by Mind, Brain, and Education (MBE) researchers in comparison to a traditional classroom. It also explored the claim that gamification promotes greater learner autonomy. Two sections of a college English class in Ecuador were used in this study. One was gamified and the other used a traditional education model. Both groups completed a 22 Likert Scale item questionnaire which correlated questions with each MBE principle and one question about perceived autonomy. The teacher and the students also provided comments about the experience. The data showed that the gamified group had higher rankings of perceived adherence to all of the 21 principles and a statement about autonomy with 14 of them being significantly higher. The qualitative data also supported the greater perceived adherence to MBE principles and an increase in perceived autonomy amongst students from the gamified group. It was concluded that gamified instruction did provide a learning environment that adhered more closely to proposals made by MBE researchers for good education and did create an atmosphere where students felt greater control of their learning. © 2020 ACTFL";"best practices; computer-assisted language learning (CALL); English as a Foreign/Second Language (ESL/EFL/ESOL); pedagogy; postsecondary/higher education";"";"English";"Article";"";"Scopus"
"14";"Use of mobile devices as a facilitator of the practice of physical activity in physical education lessons: Experience in higher education";2020;"Journal of Physical Education and Sport";1;"10.7752/jpes.2020.06489";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098870513&doi=10.7752%2fjpes.2020.06489&partnerID=40&md5=9765328ff7621829ea052664c7fbb299";"The potential of the Technologies of Information and Communication in educational contexts has been questioned in recent years. However, the subject of physical education has now become a permeable space for including technological devices, despite the fact that there is some resistance to their incorporation into the classes. This is mainly due fears of the risk derived either from their misuse or because some schools are unable to make the investment in certain devices. This paper describes an innovative experience with mobile devices as gamifying elements in the field of physical education in higher education, by which we aimed to show the symbiotic effect of the use of technology as a facilitator of the practice of physical activity. The study also indicated that it is not necessary to provide each student with an individual device in order to obtain reliable data, as well as suitable procedures for the participants’ assessment procedures. After performing different analyses based on a positivist research paradigm, we found that the experience was positively valued by the students and that the daily recommendations for moderate physical activity were improved. The validity and reliability tests confirmed that one device for every two students would be enough provide useful information regarding the students’ physical demands. Incorporating technology in PE lessons has thus been shown to be satisfactory for the students.It not only favoured the fulfilment of the recommendations on physical activity but also obtainedvalid and reliable information withoutrequiring all the students to have their own individual device. © JPES.";"Gamification; New Technologies; Outdoor activities; Physical Activity; Teacher Training";"";"English";"Article";"All Open Access, Gold";"Scopus"
"15";"Benefits of immersive collaborative learning in CAVE-based virtual reality";2020;"International Journal of Educational Technology in Higher Education";NA;"10.1186/s41239-020-00228-9";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095991996&doi=10.1186%2fs41239-020-00228-9&partnerID=40&md5=49567fa5863e371880ad71e302019c18";"How to make the learning of complex subjects engaging, motivating, and effective? The use of immersive virtual reality offers exciting, yet largely unexplored solutions to this problem. Taking neuroanatomy as an example of a visually and spatially complex subject, the present study investigated whether academic learning using a state-of-the-art Cave Automatic Virtual Environment (CAVE) yielded higher learning gains compared to conventional textbooks. The present study leveraged a combination of CAVE benefits including collaborative learning, rich spatial information, embodied interaction and gamification. Results indicated significantly higher learning gains after collaborative learning in the CAVE with large effect sizes compared to a textbook condition. Furthermore, low spatial ability learners benefitted most from the strong spatial cues provided by immersive virtual reality, effectively raising their performance to that of high spatial ability learners. The present study serves as a concrete example of the effective design and implementation of virtual reality in CAVE settings, demonstrating learning gains and thus opening opportunities to more pervasive use of immersive technologies for education. In addition, the study illustrates how immersive learning may provide novel scaffolds to increase performance in those who need it most. © 2020, The Author(s).";"Collaborative learning; Improving classroom teaching; Interactive learning environments; Media in education; Virtual reality";"";"English";"Article";"All Open Access, Gold";"Scopus"
"16";"Feasibility of a paediatric radiology escape room for undergraduate education";2020;"Insights into Imaging";3;"10.1186/s13244-020-00856-9";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082184116&doi=10.1186%2fs13244-020-00856-9&partnerID=40&md5=9b4c0fde4114866c2fff02e3117599d8";"Objectives: To develop a paediatric radiology themed escape room session for undergraduate education and secondly, to determine participant satisfaction and improvement in knowledge. Methods: A paediatric radiology escape room with accompanying tutorial was developed around key learning objectives set within the RCR and ESR undergraduate curriculum. Students were recruited from two different universities and undertook the escape room themed teaching. An 8-question single best answer (SBA) test was completed before, immediately after and at 2 weeks post-teaching to determine participant improvement and retention of knowledge. The general feedback was also collected. Results: The escape room sessions were held three times, for 19 students (6–7 students per session). All groups completed the escape room in ≤ 20 min. Students enjoyed the experience, assigning an average satisfaction score of 9.4/10 (range 7–10). The majority (17/19, 89.5%) preferred this method of teaching to a lecture-based tutorial alone, although all said they found the tutorial component useful. For the SBA test, there was an average increase in 3.6 marks (range 1–6 marks) per participant between before and after the escape room. This improved knowledge was mostly sustained after 2 weeks, with an average increase of 3.4 marks difference (range 1 to 6) per participant compared to before the teaching. Conclusions: A paediatric radiology themed escape room is a feasible teaching method, enjoyed by participants and associated with an increase in radiological knowledge. Further work with larger sample size and direct comparison with other traditional teaching methods is required. © 2020, The Author(s).";"Education; Escape room; Gamification; Paediatric; Radiology; Teaching";"8 question single best answer test; academic achievement; adult; Article; bone radiography; child; clinical article; executive function test; female; human; knowledge; male; medical education; pediatric radiology; pneumomediastinum; radiation dose; radiology; teaching";"English";"Article";"All Open Access, Gold, Green";"Scopus"
"17";"RoboTIC: A serious game based on augmented reality for learning programming";2020;"Multimedia Tools and Applications";3;"10.1007/s11042-020-09202-z";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087486203&doi=10.1007%2fs11042-020-09202-z&partnerID=40&md5=9e1b2462ef8e32b744ccc23a6841151c";"Coding skills are becoming more and more important in today’s world, especially within the context of the fourth industrial revolution. They also help practice other 21 century skills such as computational thinking, problem solving and teamwork. Unfortunately, learning how to program is tough and can be also frustrating for beginner students. In this work we introduce RoboTIC, a serious game based on gamification and Augmented Reality that facilitates the learning of programming to students in lower levels of the education system by using a novel set of visual metaphors derived from a notation of roads and traffic signs. The architecture that supports RoboTIC has been designed to allow the integration of multimedia components when new programming concepts and techniques must be addressed and to add game levels that enable students to learn incrementally. Experiments have been conducted in a youth center with children who do not have coding skills at all to demonstrate the feasibility of the proposal. The results show promising conclusions in terms of children’s motivation and interest in programming. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.";"Augmented reality; Learning programming; Serious games; Visual programming";"Augmented reality; Educational robots; Multimedia systems; Robot programming; Robotics; Students; Traffic signs; Coding skills; Computational thinkings; Education systems; Industrial revolutions; Learning programming; Learning-of-programming; Programming concepts; Visual metaphor; Serious games";"English";"Article";"All Open Access, Bronze";"Scopus"
"18";"Increasing engagement in pharmacology and pharmacogenetics education using games and online resources: The PharmacoloGenius mobile app";2020;"Drug Development Research";NA;"10.1002/ddr.21714";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087555346&doi=10.1002%2fddr.21714&partnerID=40&md5=ea7c1c84a2561bde749b702e3ff77694";"Mobile applications represent useful instruments to convey information and engage the users even during traveling, thanks to the wide diffusion of smartphones, tablets, smartwatches, and similar devices. As such, they have high potential as learning tools that can act complementary to traditional teaching approaches. In the field of pharmacology, mobile applications are increasingly being used to improve adherence of patients or to help them report suspect adverse drug reactions. However, they have been scarcely applied to pharmacology education. In this article, we present PharmacoloGenius, a free Android mobile application integrating resources useful for students as well as healthcare professionals or researchers to expand knowledge on pharmacological topics. We gave particular emphasis to pharmacogenetics, as it is a fundamental tool to achieve personalized treatment. The application offers original games such as pharmacological trivia based on textbooks or special “journal club” trivia based on research articles conveying the state of the art on specific topics. Additionally, the app offers a curated list of online resources to study pharmacology and pharmacogenetics (e.g., free online courses, videos, and databases) as well as updated news on conferences, grants, and opportunities for pharmacologists. In conclusion, PharmacoloGenius aims to be a useful instrument for people interested in expanding their knowledge on pharmacology in an engaging way. © 2020 Wiley Periodicals, LLC.";"Android app; gamification; personalized medicine; pharmacogenomics";"antidepressant agent; mood stabilizer; neuroleptic agent; psychotropic agent; Article; data base; e-learning; game; health care personnel; human; knowledge; medication compliance; mobile application; personalized medicine; pharmacogenomics; pharmacologist; pharmacology; pharmacovigilance; scientist; student";"English";"Article";"";"Scopus"
"19";"Challenges and possibilities of ICT-mediated assessment in virtual teaching and learning processes";2020;"Future Internet";1;"10.3390/fi12120232";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099218130&doi=10.3390%2ffi12120232&partnerID=40&md5=fa980e40998117946d0bcdff3a844c03";"The transformations in educational environments due to the immersion of information and communication technologies (ICT) make it necessary to analyze the limits and possibilities of the assessment of the virtual training process. This paper presents an analysis of the meanings of ICT-mediated assessment, establishing what kinds of knowledge are suitable for this type of evaluation, and the challenges and possibilities of virtual tools. For this, we present a systematic review of ICT-mediated evaluation and assessment according to the educational paradigms and their implementation. We highlight that contemporary pedagogical models and their implementation in ICT mediation tools show a trend towards quantitative and summative valuation. The commonly used learning management systems (LMS) include several types of questions oriented to quantitative evaluation, with multiple-choice being the most common. However, new technological approaches like gamification, virtual reality and mobile learning open new assessment possibilities. The ICT educational platforms and new technologies demand new skills for all educational actors, such as digital literacy. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.";"E-assessment; E-evaluation; E-learning; Information and communication technologies; Learning management systems; Virtual education";"Internet; Digital literacies; Educational environment; Educational platforms; Evaluation and assessment; Information and Communication Technologies; Learning management system; Quantitative evaluation; Systematic Review; E-learning";"English";"Review";"All Open Access, Gold";"Scopus"
"20";"An educational network for surgical education supported by gamification elements: Protocol for a randomized controlled trial";2020;"JMIR Research Protocols";NA;"10.2196/21273";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097616728&doi=10.2196%2f21273&partnerID=40&md5=0318b1e8c5a7b0b8924f408d5e2ce0ab";"Background: Traditionally, medical students have learned surgical skills by observing a resident physician or surgeon who is performing the technique. Due to inconsistent practice opportunities in the clinical setting, a disparity of skill levels among students has been observed. In addition, the poor availability of faculty professors is a limiting factor in teaching and adequately preparing medical students for their clerkship years. With the ongoing COVID-19 pandemic, medical students do not have access to traditional suturing learning opportunities. Didactic courses are available on videoconferencing platforms; however, these courses do not include technical training. Objective: Our overarching goal is to evaluate the efficacy and usability of web-based peer-learning for advanced suturing techniques (ie, running subcuticular sutures). We will use the Gamified Educational Network (GEN), a newly developed web-based learning tool. We will assess students’ ability to identify and perform the correct technique. We will also assess the students’ satisfaction with regard to GEN. Methods: We will conduct a prospective randomized controlled trial with blinding of expert examiners. First-year medical students in the Faculty of Medicine of Université de Montréal will be randomized into four groups: (1) control, (2) self-learning, (3) peer-learning, and (4) peer-learning with expert feedback. Each arm will have 15 participants who will learn how to perform running subcuticular sutures through videos on GEN. For our primary outcome, the students’ ability to identify the correct technique will be evaluated before and after the intervention on GEN. The students will view eight videos and rate the surgical techniques using the Objective Structured Assessment of Technical Skills Global Rating Scale and the Subcuticular Suture Checklist as evaluation criteria. For our secondary outcomes, students will anonymously record themselves performing a running subcuticular suture and will be evaluated using the same scales. Then, a survey will be sent to assess the students’ acceptance of the intervention. Results: The study will be conducted in accordance with the Declaration of Helsinki and has been approved by our institutional review board (CERSES 20-068-D). No participants have been recruited yet. Conclusions: Peer learning through GEN has the potential to overcome significant limitations related to the COVID-19 pandemic and the lack of availability of faculty professors. Further, a decrease of the anxiety related to traditional suturing classes can be expected. We aim to create an innovative and sustainable method of teaching surgical skills to improve the efficiency and quality of surgical training in medical faculties. In the context of the COVID-19 pandemic, the need for such tools is imperative. ©Natasha Guérard-Poirier, Michèle Beniey, Léamarie Meloche-Dumas, Florence Lebel-Guay, Bojana Misheva, Myriam Abbas, Malek Dhane, Myriam Elraheb, Adam Dubrowski, Erica Patocskai.";"Advanced sutures; COVID-19; Distance learning; Gamification; Learning platform; Medical education; Medical student; Peer learning; Subcuticular sutures; Surgery; Surgical pedagogy; Video; Web-based learning; Web-based tool";"";"English";"Article";"All Open Access, Gold, Green";"Scopus"
"21";"Open-source drone programming course for distance engineering education";2020;"Electronics (Switzerland)";3;"10.3390/electronics9122163";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097881735&doi=10.3390%2felectronics9122163&partnerID=40&md5=c0ab7b40339571d8ce37c1b72ab683cc";"This article presents a full course for autonomous aerial robotics inside the RoboticsAcademy framework. This “drone programming” course is open-access and ready-to-use for any teacher/student to teach/learn drone programming with it for free. The students may program diverse drones on their computers without a physical presence in this course. Unmanned aerial vehicles (UAV) applications are essentially practical, as their intelligence resides in the software part. Therefore, the proposed course emphasizes drone programming through practical learning. It comprises a collection of exercises resembling drone applications in real life, such as following a road, visual landing, and people search and rescue, including their corresponding background theory. The course has been successfully taught for five years to students from several university engineering degrees. Some exercises from the course have also been validated in three aerial robotics competitions, including an international one. RoboticsAcademy is also briefly presented in the paper. It is an open framework for distance robotics learning in engineering degrees. It has been designed as a practical complement to the typical online videos of massive open online courses (MOOCs). Its educational contents are built upon robot operating system (ROS) middleware (de facto standard in robot programming), the powerful 3D Gazebo simulator, and the widely used Python programming language. Additionally, RoboticsAcademy is a suitable tool for gamified learning and online robotics competitions, as it includes several competitive exercises and automatic assessment tools. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.";"Distance learning; Drone programming; Gamification; Open educational platform; Python; ROS middleware";"";"English";"Article";"All Open Access, Gold, Green";"Scopus"
