"";"Title";"Authors";"Year";"Document.Type";"Source.Title";"Language";"Authors.Keywords";"Abstract";"ISSN";"Cited.by";"Publisher.Country";"Source"
"841";"THE PROPHECY OF THE CHOSEN ONES: AN EXAMPLE OF GAMIFICATION APPLIED TO UNIVERSITY TEACHING";"Perez-Lopez, IJ; Garcia, ER; Cervantes, CT";2017;"Article";"REVISTA INTERNACIONAL DE MEDICINA Y CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE";"English";"Gamification; university teaching; educational innovation; educational intervention; physical education";"The aim of this paper is to describe an innovation experience in the university classroom via a gamification proposal. In addition, the main results of the assessment of the experience will be identified. The most relevant aspects of games were taken into account for gamifying: settings, challenges, scores and levels. The assessment of the experience was obtained from anonymous narratives submitted by the students to Google Drive once the experience ended. These narratives were analyzed with the support NVivo10 software. The students were greatly motivated thanks to the participative, active and collaborative environment resulting from the developed approach. These circumstances, where the good atmosphere in the classroom stands out, have favoured learning in three competence fields: How to know, how to be and how to do.";"1577-0354";13;"Spain";"Web of Science"
"842";"Studying student differentiation in gamified education: A long-term study";"Barata, G; Gama, S; Jorge, J; Goncalves, D";2017;"Article";"COMPUTERS IN HUMAN BEHAVIOR";"English";"Gamification; Engagement; Gamified learning; Student types; Cluster analysis; Student performance";"Gamified learning is a novel concept that according to recent studies, can increase student activity and improve learning outcomes. However, little is known about how different students experience and are engaged by it. We present a long-term study which identified distinct behavioral and performance patterns in participants taking a gamified college course. Our study lasted for three years, during which we deployed three consecutive instances of the course, each featuring improvements based on student feedback from the previous instances. To understand how different students behaved in our gamified experience, according to their daily performance, we performed cluster analysis and assessed student engagement in the last year using a formal instrument. We then did a cluster-wise analysis using different performance and behavioral measures, to further assess and characterize every cluster. To wit, we identified six different student clusters, each featuring different behaviors and performance levels. However, only four were present in the last year, which differed in terms of engagement with the course. In this paper we carefully describe each student cluster, explain how they evolved, and derive meaningful design lessons. (C) 2016 Elsevier Ltd. All rights reserved.";"0747-5632";30;"ENGLAND";"Web of Science"
"843";"Serious games and the gamification of tourism";"Xu, FF; Buhalis, D; Weber, J";2017;"Article";"TOURISM MANAGEMENT";"English";"Gamification; Serious games; Engagement; Loyalty; Tourism experiences";"Gamification has become a focus of attention in an increasing number of fields including business, education, and health care. Through a wide range of applications and support functions, its potential for the tourism industry is significant. Gamification of tourism can contribute to a more rewarding interactions and higher level of satisfaction, as well as increase brand awareness and loyalty to the destination. As one of the first attempts to conceptualize gamification of tourism, this paper examines gaming in general terms and the application of it in specific tourism fields. It identifies game design elements that can contribute to a meaningful gamification. A few cases of best practices are presented to show how this innovative concept can benefit tourism marketing. Implications for tourism marketing and management are discussed as well as future research recommendations. (C) 2016 Elsevier Ltd. All rights reserved.";"0261-5177";77;"ENGLAND";"Web of Science"
"844";"What are the prospects for citizen science in agriculture? Evidence from three continents on motivation and mobile telephone use of resource-poor farmers";"Beza, E; Steinke, J; van Etten, J; Reidsma, P; Fadda, C; Mittra, S; Mathur, P; Kooistra, L";2017;"Article";"PLOS ONE";"English";NA;"As the sustainability of agricultural citizen science projects depends on volunteer farmers who contribute their time, energy and skills, understanding their motivation is important to attract and retain participants in citizen science projects. The objectives of this study were to assess 1) farmers' motivations to participate as citizen scientists and 2) farmers' mobile telephone usage. Building on motivational factors identified from previous citizen science studies, a questionnaire based methodology was developed which allowed the analysis of motivational factors and their relation to farmers' characteristics. The questionnaire was applied in three communities of farmers, in countries from different continents, participating as citizen scientists. We used statistical tests to compare motivational factors within and among the three countries. In addition, the relations between motivational factors and farmers characteristics were assessed. Lastly, Principal Component Analysis (PCA) was used to group farmers based on their motivations. Although there was an overlap between the types of motivations, for Indian farmers a collectivistic type of motivation (i.e., contribute to scientific research) was more important than egoistic and altruistic motivations. For Ethiopian and Honduran farmers an egoistic intrinsic type of motivation (i.e., interest in sharing information) was most important. While fun has appeared to be an important egoistic intrinsic factor to participate in other citizen science projects, the smallholder farmers involved in this research valued 'passing free time' the lowest. Two major groups of farmers were distinguished: one motivated by sharing information (egoistic intrinsic), helping (altruism) and contribute to scientific research (collectivistic) and one motivated by egoistic extrinsic factors (expectation, expert interaction and community interaction). Country and education level were the two most important farmers' characteristics that explain around 20% of the variation in farmers motivations. For educated farmers, contributing to scientific research was a more important motivation to participate as citizen scientists compared to less educated farmers. We conclude that motivations to participate in citizen science are different for smallholders in agriculture compared to other sectors. Citizen science does have high potential, but easy to use mechanisms are needed. Moreover, gamification may increase the egoistic intrinsic motivation of farmers.";"1932-6203";35;"USA";"Web of Science"
"845";"TEACHERS' ACCEPTANCE OF EDUCATIONAL VIDEO GAMES: A COMPREHENSIVE LITERATURE REVIEW";"Sanchez-Mena, A; Marti-Parreno, J";2017;"Review";"JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY";"English";"Educational Video Games; Teachers; Acceptance; Comprehensive Literature Review; Higher Education";"Educational video games (EVGs) are receiving an increasing attention as an approach to teach new generations of learners, such as millennials, who make an intense use of video games, interactive technologies, and digital networks. Extant academic literature suggest several benefits of using EVGs including increasing students' motivation towards learning and enhancing engagement in the learning process. However, teachers are the real agents of change in the classroom and they choose whether to adopt or nor a given technological innovation in their courses. While a great effort has been devoted over the last years to better understanding EVGs effects on learning, research on teachers' acceptance of EVGs is scarcer. Moreover, to the best of our knowledge, no comprehensive literature review has been undertaken to summarize the main findings of this stream of research. To fill this research gap, the main goal of this study is to provide a comprehensive literature review on teachers' acceptance of EVGs. Main findings suggest a wide range of barriers and drivers influencing teachers' acceptance of EVGs including i) technical and organizational support, ii) training on EVGs, iii) previous gaming experience, and iv) personal factors such as openness and innovativeness. Findings are summarized in nine propositions with implications for Teacher Training Programmes development.";"1826-6223";5;"Italy";"Web of Science"
"846";"Technical exercise practice: Can piano students be motivated through gamification?";"Birch, HJS; Woodruff, E";2017;"Article";"JOURNAL OF MUSIC TECHNOLOGY & EDUCATION";"English";"music education; piano; gamification; technique private music lessons";"Gamification is a process whereby game design and game mechanics are applied in non-game contexts to influence behaviour. This research study explores the effects of gamification on young piano students' practice of technical elements such as scales, chords and arpeggios in the context of independent practice between private lessons. A control and a treatment group of ten piano students each were formed across two different private piano studios. A game-like environment was introduced for the treatment group, in which the players experienced game elements such as avatars and rewards, including points, badges and level achievements. Gamification was found to have a positive effect on the number of technical elements students mastered and a modest effect on their attitude towards practicing technical elements. The educational implications for these findings are discussed.";"1752-7066";4;"ENGLAND";"Web of Science"
"847";"Text-Mining and Gamification for the Qualification of Service Technicians in the Maintenance Industry of Offshore Wind Energy";"Beinke, T; Schamann, A; Freitag, M; Feldmann, K; Brandt, M";2017;"Article";"INTERNATIONAL JOURNAL OF E-NAVIGATION AND MARITIME ECONOMY";"English";"Offshore Wind-energy; Maintenance; Qualification; Text mining; Gamification";"The competition of maintenance services in the offshore wind industry is continually increasing. The quality of the services acts as the distinguishing feature in the industry. Furthermore, there are public standards, which lead to the permanent necessity to offer further education and training programs for employees. To meet the requirements for further training in the specific field of application within the offshore wind industry, a gamified e-learning application has been developed and is introduced in this paper. It consists of a complete solution, which contains the automated analysis of service protocols to identify qualification needs, the involvement of service technicians in the generation of learning materials, the preparation, transmission as well as the further development of those materials in accordance with the principles of e-learning. Finally, the solution contains a gamified mobile application for qualification, which is designed to meet the individual learning needs of the service technicians. This concept paper follows a problem-centred approach. Based on the current state of technology and research, the problem and motivation are identified and the urgency is verified. Furthermore, a detailed specification of the solution and a first implementation approach is presented.";"2405-5352";1;"Netherlands";"Web of Science"
"848";"Meaningful Gamification for Journalism Students to Enhance Their Critical Thinking Skills";"Huang, LY; Yeh, YC";2017;"Article";"INTERNATIONAL JOURNAL OF GAME-BASED LEARNING";"English";"Architectures for Educational Technology Systems; Computer-Mediated Communication; Improving Classroom Teaching; Postsecondary Education; Teaching/Learning Strategies";"Training in critical thinking is essential for the professional development of journalism students. To achieve this goal, this study developed a gamified platform and a blended learning curriculum. During an 18-week experimental instruction period, a series of instructional activities, which included online discussions as well as classroom lectures and discussions, were conducted to enhance 32 journalism students' critical-thinking dispositions and skills. Repeated measure analysis of variance on test scores and analyses of open questions found that the participants significantly improved their critical thinking skills and dispositions through the gamified platform with the experimental instruction in a blended learning environment. The findings suggest that providing clear goals, challenges and quests, feedback, competition and cooperation, actual grading and visible status, access/unlocking content, onboarding time restrictions, freedom of choice, and new identities and roles, as well as avoidance of over-justification, contributes to achieving a meaningful gamification experience, which may further lead to self-determined learning in critical thinking.";"2155-6849";4;"USA";"Web of Science"
"849";"A Thematic Review of Argumentation Studies at The K-8 Level";"Bag, H; Calik, M";2017;"Review";"EGITIM VE BILIM-EDUCATION AND SCIENCE";"English";"Argumentation; K-8 level; Scientific discourse; Science education; Thematic review";"This research aimed to thematically review the argumentation studies at the K-8 level from 2006 to 2016. Given the criteria 'the K8 level and a period of 2006-2016' for the argumentation studies, relevant databases yielded a total of 73 articles and 9 theses. These studies were exposed to thematically content analysis via such parameters as aim, method/design, sample, data collection, data analysis, subject employed for argumentation, type of used argumentation, argumentation model, general knowledge claim and recommendation. The results indicated that most of the argumentation studies examined the effect of argumentation on student achievement and attitudes towards science. Also, these studies under investigation mostly used experimental research design while generally preferring scales and audio-video records for data collection tools. Moreover, the argumentation activities were mostly developed in 'physics' topics and middle school level. The results of the current study suggest to deploy different methods (e.g. argumentation accompanied with gamification) to improve argumentation skills from primary school level.";"1300-1337";13;"Turkey";"Web of Science"
"850";"The effects of gamification-based teaching practices on student achievement and students' attitudes toward lessons";"Yildirim, I";2017;"Article";"INTERNET AND HIGHER EDUCATION";"English";"Gamification; Gamification in education; University students; Empirical research";"Gamification is defined as the use of game design in non-game contents. Gamification of educational processes can be described as the successful integration of the gamification framework into the curriculum in order to improve students' motivation, academic achievement, and attitudes toward lessons. In this regard, the present study aims to determine the effects of gamification-based teaching practices on student achievement and their attitudes toward lesson. Investigating the effects of gamification on instructional processes and educational outcomes is expected to contribute to the relevant literature as it is a relatively new mechanism. The study is designed with quantitative research methodology and a true experimental design using pretest-posttest experimental and control groups. The study's participants included 97 sophomores from the Department of Elementary Mathematics Education of a state university in southern Turkey in 2014-2015. The experimental group comprised 49 students compared to 48 students in the control group. According to the research results, gamification-based teaching practices have a positive impact upon student achievement and students' attitudes toward lessons. (C) 2017 Elsevier Inc. All rights reserved.";"1096-7516";75;"USA";"Web of Science"
"851";"Gamifying an ICT course: Influences on engagement and academic performance";"Cakiroglu, O; Basibuyuk, B; Guler, M; Atabay, M; Memis, BY";2017;"Article";"COMPUTERS IN HUMAN BEHAVIOR";"English";"Gamification; Engagement; Academic achievements; ICT course";"Hypothesizing that gamification may have a positive effect on engagement; this study hopes to contribute to the implementation of gamification by presenting evidence from a real classroom. This study intended to reveal the effect of gamified instructional process to student engagement and the relationship between engagement and academic performances in a real classroom. The study includes reflections from the design of a one-term ICT course in which the participants were pre-service primary school teachers enrolled at a school of education. An engagement scale, activity evaluation rubrics, a gamification evaluation form were used to collect data. Clinical interviews were used to address the relationships among gamification, engagement and achievement. The results revealed that using the combination of elements provided quite a positive motivational impact on engagement. Also the use of gamification elements indirectly affected the academic achievement due to their positive effects on engagement in the classroom. Suggestions for using gamification elements in a real classroom environment were also included. (C) 2016 Elsevier Ltd. All rights reserved.";"0747-5632";39;"ENGLAND";"Web of Science"
"852";"Secondary Teachers Training Needs to Implement Gamified Experiences in STEM";"Hurtado, MF; Martinez, JG";2017;"Article";"RED-REVISTA DE EDUCACION A DISTANCIA";"Spanish";"Gamification; Secondary; STEM; teachers training; TPACK";"Training citizens to develop their technical competence is a great challenge for Secondary Education teachers in developed countries, where demand for scientific and technical professionals is expected to increase (Convert y Gugenheim, 2005), but students show a lack of interest in this field (Marba y Marquez, 2010). As a consequence of this, STEM emerges (Science, Technology, Engineering & Maths) (Stohlmann, Moore y Roehrig, 2012) to promotes integrated learning. Looking for academic excellence through methodologies that motivate students, gamification has characteristics to be considered as an important element in order to improve teaching-learning process. This article shows, by means of a documentary analysis, the three knowledge areas (contents, pedagogy and technology) that follow TPACK model (Mishra y Koehler, 2006) and should be developed by STEM teachers to implement gamified experiences.";"1578-7680";0;"Spain";"Web of Science"
"853";"Does gamification increase engagement with online programs? A systematic review";"Looyestyn, J; Kernot, J; Boshoff, K; Ryan, J; Edney, S; Maher, C";2017;"Review";"PLOS ONE";"English";NA;"Background Engagement in online programs is difficult to maintain. Gamification is the recent trend that offers to increase engagement through the inclusion of game-like features like points and badges, in non-game contexts. This review will answer the following question, 'Are gamification strategies effective in increasing engagement in online programs?' Method Eight databases (Web of Science, PsycINFO, Medline, INSPEC, ERIC, Cochrane Library, Business Source Complete and ACM Digital Library) were searched from 2010 to the 28th of October 2015 using a comprehensive search strategy. Eligibility criteria was based on the PICOS format, where population included adults, intervention involved an online program or smart phone application that included at least one gamification feature. Comparator was a control group, outcomes included engagement and downstream outcomes which occurred as a result of engagement; and study design included experimental studies from peer-reviewed sources. Effect sizes (Cohens d and 95% confidence intervals) were also calculated. Results 1017 studies were identified from database searches following the removal of duplicates, of which 15 met the inclusion criteria. The studies involved a total of 10,499 participants, and were commonly undertaken in tertiary education contexts. Engagement metrics included time spent (n = 5), volume of contributions (n = 11) and occasions visited to the software (n = 4); as well as downstream behaviours such as performance (n = 4) and healthy behaviours (n = 1). Effect sizes typically ranged from medium to large in direct engagement and downstream behaviours, with 12 out of 15 studies finding positive significant effects in favour of gamification. Conclusion Gamification is effective in increasing engagement in online programs. Key recommendations for future research into gamification are provided. In particular, rigorous study designs are required to fully examine gamification's effects and determine how to best achieve sustained engagement.";"1932-6203";72;"USA";"Web of Science"
"854";"Teaching operations research to undergraduate management students: The role of gamification";"Dias, J";2017;"Article";"INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION";"English";"Teaching management; Teaching modelling; Gamification; Optimization; Classroom activities";"Gamification has been successfully applied in some educational environments, however there is a lack of studies considering gamification applied to Management university courses. In this paper, the experience of applying gamification in an Operations Research/Management Science course taught to undergraduate management students will be described. The use of challenges, points, personalized feedback, badges and leaderboards was considered to implement the most important game mechanics and related dynamics. It was possible to observe an increase of students' participation in classes, an increase in the percentage of approved students and a better assessment of the course made by the students. Some recommendations on how to implement an Operations Research course for management students are also given. (C) 2017 Elsevier Ltd. All rights reserved.";"1472-8117";26;"ENGLAND";"Web of Science"
"855";"Classcraft: from gamification to ludicization of classroom management";"Sanchez, E; Young, S; Jouneau-Sion, C";2017;"Article";"EDUCATION AND INFORMATION TECHNOLOGIES";"English";"Classcraft; Gamification; Ludicization; High school education; Classroom management";"In this article, we discuss the concept of gamification, based on a literature review and preliminary feedback from teachers using Classcraft, a role-playing game supported by a digital platform and a mobile application that were developed to answer high school teachers' classroom management needs. Our results come from two experiments in France and Quebec and also from an online survey that was made available on the Classcraft platform. These results promote a model of gamification that consists of considering the experience of the students, rather than the game itself, and they confirm that a game is consubstantial to its player. Therefore, we argue for the use of the term ludicization to emphasize that transforming a situation into a game does not consist of using elements that have a game-like aspect, but rather of a non-essentialistic vision of play, generating a metaphor around the situation to build a reflexive space where the nature and meaning of interactions are modified.";"1360-2357";23;"USA";"Web of Science"
"856";"Gamification of Apollo lunar exploration missions for learning engagement";"Peng, C; Cao, LZ; Timalsena, S";2017;"Article";"ENTERTAINMENT COMPUTING";"English";"Gamification; Serious games; Game-based learning; Space science; STEM education";"The design, development, and evaluation of a serious game that gamifies the Apollo lunar exploration missions are presented. The gamification methodology and underlying implementation are motivated by the goal of game- based learning for youth and young adults and the intention to promote their interest in STEM learning. The game is a multidisciplinary composition that simulates a set of lunar roving activities including planning a traversing route, loading communication and science equipment onto the lunar rover, and driving the rover to explore the lunar surface. Accurate 3D terrains and spacecraft models are created and used in the game to maintain the high realism of the environment. Every gameplay step reflects real scientific procedures and behaviors that the astronauts performed in the past on the Moon. A usability study is conducted to gather feedback from a group of participants of different ages and with different game experience. The results of the study show the success of fostering great user engagement in STEM learning. (C) 2016 Elsevier B. V. All rights reserved.";"1875-9521";6;"ENGLAND";"Web of Science"
"857";"A Novel Hybrid Learning Achievement Prediction Model: A Case Study in Gamification Education Applications (APPs)";"Su, CH";2017;"Article";"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING";"English";"Game design; learning achievement prediction; rough set; ANFIS; mobile gamebased learning system";"Adaptive Neuro Fuzzy Inference System (ANFIS) used to be applied to finance, engineering, material design, and decision-making management in past research, but seldom to predict educational learning performance. In recent research, gamification learning material design is often applied to reinforce learning performance, while the prediction of gamification learning performance is seldom discussed. This study therefore applies Rough set theory to extract Core Set and generating rule, ANFIS for learning achievement predication. In order to evaluate the performance of proposed model, the VCCSEGLS dataset are collected as experimental dataset and compared with other models. The results show that the proposed method outperforms the listing models in accuracy. The three key factors are extract, (G7) Time spent on game-based learning, (L1) Examination, normal drugs and treatment, and (L2) Integration ability (time scoring, stability scoring, strain capacity, completeness scoring). The proposed model also can offer accurate predictions and provide some simple decision rules, which can be accurately used by decision-makers and game designers.";"0219-6220";0;"Singapore";"Web of Science"
"858";"USE OF A NOVEL BOARD GAME IN A CLINICAL ROTATION FOR LEARNING THORACIC DIFFERENTIAL DIAGNOSES IN VETERINARY MEDICAL IMAGING";"Ober, CP";2017;"Article";"VETERINARY RADIOLOGY & ULTRASOUND";"English";"gamification; radiology; students; thorax";"When confronted with various findings on thoracic radiographs, fourth-year veterinary students often have difficulty generating appropriate lists of differential diagnoses. The purpose of this one-group, pretest, posttest experimental study was to determine if a game could be used as an adjunct teaching method to improve students' understanding of connections between imaging findings and differential diagnoses. A novel board game focusing on differential diagnoses in thoracic radiography was developed. One hundred fourth-year veterinary students took a brief pretest, played the board game, and took a brief posttest as a part of their respective clinical radiology rotations. Pretest results were compared to posttest results using a paired t-test to determine if playing the game impacted student understanding. Students' mean scores on the posttest were significantly higher than mean pretest scores (P < 0.0001). Thus, results indicate that playing the board game resulted in improved short-term understanding of thoracic differential diagnoses by fourth-year students, and use of the board game on a clinical rotation seems to be a beneficial part of the learning process. (C) 2016 American College of Veterinary Radiology.";"1058-8183";3;"USA";"Web of Science"
"859";"Critiques of Student Engagement";"Macfarlane, B; Tomlinson, M";2017;"Article";"HIGHER EDUCATION POLICY";"English";"student engagement; neoliberalism; performativity; marketing; infantilisation; surveillance; gamification; opposition";"Student engagement initiatives at the national, institutional and classroom level have emerged against a backdrop of rising participation rates and the marketisation of higher education. This context has informed the development of a literature that is heavily influenced by cause-effect framing and a focus on effectiveness. However, in recent years an alternative, critical literature has emerged that challenges some of the assumptions of the student engagement movement on the grounds of student rights and freedoms as learners. This review article identifies the following six critiques of student engagement based on an analysis of the literature and arguments stemming from analyses of the effects of neoliberalism, namely performativity, marketing, infantilisation, surveillance, gamification and opposition. It is concluded that at a policy and institutional governance level, there is a need to shift the emphasis from what and how questions concerning student engagement to consider its broader political, economic and ethical implications as a means of challenging the prevailing policy narrative.";"0952-8733";17;"ENGLAND";"Web of Science"
"860";"Gamifying education: what is known, what is believed and what remains uncertain: a critical review";"Dichev, C; Dicheva, D";2017;"Review";"INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION";"English";"Gamification in education; Gamifying learning; Critical literature review; Empirical studies";"Gamification of education is a developing approach for increasing learners' motivation and engagement by incorporating game design elements in educational environments. With the growing popularity of gamification and yet mixed success of its application in educational contexts, the current review is aiming to shed a more realistic light on the research in this field by focusing on empirical evidence rather than on potentialities, beliefs or preferences. Accordingly, it critically examines the advancement in gamifying education. The discussion is structured around the used gamification mechanisms, the gamified subjects, the type of gamified learning activities, and the study goals, with an emphasis on the reliability and validity of the reported outcomes. To improve our understanding and offer a more realistic picture of the progress of gamification in education, consistent with the presented evidence, we examine both the outcomes reported in the papers and how they have been obtained. While the gamification in education is still a growing phenomenon, the review reveals that (i) insufficient evidence exists to support the long-term benefits of gamification in educational contexts; (ii) the practice of gamifying learning has outpaced researchers' understanding of its mechanisms and methods; (iii) the knowledge of how to gamify an activity in accordance with the specifics of the educational context is still limited. The review highlights the need for systematically designed studies and rigorously tested approaches confirming the educational benefits";"2365-9440";133;"ENGLAND";"Web of Science"
"861";"Serious Games and Gamification for Mental Health: Current Status and Promising Directions";"Fleming, TM; Bavin, L; Stasiak, K; Hermansson-Webb, E; Merry, SN; Cheek, C; Lucassen, M; Lau, HM; Pollmuller, B; Hetrick, S";2017;"Article";"FRONTIERS IN PSYCHIATRY";"English";"serious gaming; games for health; gamification; computerized CBT; e-therapy; engagement";"Computer games are ubiquitous and can be utilized for serious purposes such as health and education. Applied games including serious games (in brief, computerized games for serious purposes) and gamification (gaming elements used outside of games) have the potential to increase the impact of mental health internet interventions via three processes. First, by extending the reach of online programs to those who might not otherwise use them. Second, by improving engagement through both game-based and serious motivational dynamics. Third, by utilizing varied mechanisms for change, including therapeutic processes and gaming features. In this scoping review, we aim to advance the field by exploring the potential and opportunities available in this area. We review engagement factors which may be exploited and demonstrate that there is promising evidence of effectiveness for serious games for depression from contemporary systematic reviews. We illustrate six major categories of tested applied games for mental health (exergames, virtual reality, cognitive behavior therapy-based games, entertainment games, biofeedback, and cognitive training games) and demonstrate that it is feasible to translate traditional evidence-based interventions into computer gaming formats and to exploit features of computer games for therapeutic change. Applied games have considerable potential for increasing the impact of online interventions for mental health. However, there are few independent trials, and direct comparisons of game-based and non-game-based interventions are lacking. Further research, faster iterations, rapid testing, non-traditional collaborations, and user-centered approaches are needed to respond to diverse user needs and preferences in rapidly changing environments.";"1664-0640";67;"USA";"Web of Science"
"862";"ICT and gamificacion in the teaching of Spanish as a foreign language: situation and lines of action for Japanese universities";"Garcia, JAP; Ayuga, JMD";2017;"Article";"CUADERNOS CANELA";"Spanish";"University; Japan; Spanish as a FL; ICT; gamification";"The current research, developed in the context of Spanish as a SL/FL teaching in Japanese universities, aims to establish new ways of improving on the teaching-learning process by using a Virtual Learning Environment (VLE) that efficiently combines Information and Communication Technologies (ICT) with the aims and elements of gamification. In order to adapt the proposal to a real scenario of application, the present didactic context of the higher education in Japan where Spanish is taught has been analysed and established, mainly in accordance with the available digital infrastructure, the professor's experience and professional training of ICT, the degree of motivation and digital competence of the students, as well as the promotion and support by the departments towards the integration of digital aims and gamification in the Spanish class. Finally, the next lines of research have been detailed in this regard.";"1322-9109";0;"Japan";"Web of Science"
"863";"Application of hands-on simulation games to improve classroom experience";"Hamzeh, F; Theokaris, C; Rouhana, C; Abbas, Y";2017;"Article";"EUROPEAN JOURNAL OF ENGINEERING EDUCATION";"English";"Simulation games; active learning; engineering education; gamification; lean construction";"While many construction companies claim substantial productivity and profit gains when applying lean construction principles, it remains a challenge to teach these principles in a classroom. Lean construction emphasises collaborative processes and integrated delivery practices. Consequently, new teaching methods that nurture such values should form the basis of lean construction education. One of the proposed methods is 'hands-on team simulation games' which can be employed to replicate various real-life processes, projects, or systems for the purpose of teaching, analysing, and understanding. This study aims at assessing this simulation games and understanding their impact on students' learning and satisfaction. Surveys and tests are administered to assess changes in student's perception of their learning styles and their understanding of key lean construction concepts. Results show a positive student reaction to hands-on simulation games, provide pedagogical insights, and highlight suggestions for improvement.";"0304-3797";7;"ENGLAND";"Web of Science"
"864";"Clickers in the flipped classroom: bring your own device (BYOD) to promote student learning";"Hung, HT";2017;"Article";"INTERACTIVE LEARNING ENVIRONMENTS";"English";"Bring your own device; flipped classrooms; clickers; gamification; English language teaching";"Flipped classrooms continue to grow in popularity across all levels of education. Following this pedagogical trend, the present study aimed to enhance the face-to-face instruction in flipped classrooms with the use of clickers. A game-like clicker application was implemented through a bring your own device (BYOD) model to gamify classroom dynamics in the spirit of question-and-answer competitions. A series of flipped learning lessons were created for the study, with clickers integrated into question-and-answer activities associated with each of the lessons as formative assessments to assist students in the learning of English as a foreign language. In this quasi-experimental research, the data were gathered using a summative assessment, a perception survey, and individual interviews. The collected data were then analyzed to compare the students' flipped learning experiences, with or without clicker use. The results indicated that the gamified use of clickers had positive influences on student learning, with regard to their performance, perceptions, and preferences. This study thus suggests that the emerging generation of clicker technology allows for a cost-effective BYOD integration model in flipped classrooms, through which it is possible to seamlessly bridge pre-class and in-class activities and to effectively promote student learning.";"1049-4820";39;"ENGLAND";"Web of Science"
"865";"Detecting and Clustering Students by their Gamification Behavior with Badges: A Case Study in Engineering Education";"Ruiperez-Valiente, JA; Munoz-Merino, PJ; Kloos, CD";2017;"Article";"INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION";"English";"badges; gamification; engineering education; distance learning; learning analytics; khan academy; educational data mining; modelling behavior";"Engineering degrees are often regarded as complex and one usual issue is that students struggle and feel discouraged during the learning process. Gamification is starting to play an important role in education with the objective of providing engagement and improving the motivation of students. One specific example is the use of badges. The analysis of users' interactions and behaviors with the badge system can be used to improve the learning process, e.g., by adapting the learning materials and giving game-based activities to students depending on their interest toward badges. In this work, we propose some metrics that provide information regarding the behavior of students with badges, including if they are intentionally earning them, the concentration for achieving them and their time efficiency. We validate these metrics by providing an extensive analysis of 291 different students interacting with a local instance of Khan Academy within our courses for freshmen at Universidad Carlos III de Madrid. This analysis includes relationship mining between badge indicators and others related to the learning process, the analysis of specific archetypal profiles of students that represent a broader population and also by clustering students by their badge indicators with the objective of customizing learning experiences. We finalize by discussing the implications of the results for engineering education, providing guidelines into how instructors can take advantage of the findings of the research and how researchers can replicate experiments similar to this one in other general contexts.";"0949-149X";16;"Ireland";"Web of Science"
"866";"ICT-FLAG: a web-based e-assessment platform featuring learning analytics and gamification";"Ganan, D; Caballe, S; Clariso, R; Conesa, J; Baneres, D";2017;"Article";"INTERNATIONAL JOURNAL OF WEB INFORMATION SYSTEMS";"English";"Advanced web applications; Web data integration; Web-based education";"Purpose - The purpose of this paper is to present an innovative web-based eLearning platform called ICT-FLAG that provides e-assessment tools with general-purpose formative assessment services featuring learning analytics and gamification. Design/methodology/approach - The paper reports on the technical development of the platform driven by the Reference Model for Open Distributed Processing software methodology, which guides the platform construction, including the analysis and design steps. Findings - The ICT-FLAG platform is technically tested by integrating it into a real e-assessment tool. Results are positive in terms of functional and non-functional aspects as well as user's satisfaction on usability, emotional state, thus validating the platform as a valuable educational tool. Research limitations/implications - Because of the chosen technical paper as article type, validation of the impact of the ICT-FLAG platform in the learning process is not provided. Ongoing research with this platform is to measure the learning outcomes of its use in a real context of eLearning. Practical implications - The paper shows implications of the main technical issues and challenges encountered during the integration of the ICT-FLAG platform with external eLearning tools, involving relevant aspects of interoperability, security, modularity, scalability, portability and so on. Originality/value - This platform can fill the gap of many e-assessment systems, which currently do not have built-in analytical and gamification tools for learning, thus providing them with the experience to improve the quality of education and learning.";"1744-0084";9;"ENGLAND";"Web of Science"
