"";"Title";"Authors";"Year";"Document.Type";"Source.Title";"Language";"Authors.Keywords";"Abstract";"ISSN";"Cited.by";"Publisher.Country";"Source"
"567";"Gamification for development: a case of collaborative learning in Sri Lankan primary schools";"Halloluwa T., Vyas D., Usoof H., Hewagamage K.P.,";2018;"Article";"Personal and Ubiquitous Computing";"English";"Collaboration learning; Gamification; Human computer interaction; ICT4D; Interaction design for children";"Mobile applications and gamification approaches have the potential to provide a better learning experience to children. However, these practices are rarely applied in the developing world. This paper presents a case study of a tablet-based application designed for primary school students in rural Sri Lanka for learning mathematics. In contrast to the previous studies done in developing countries, we carried out an in situ field study over 2 weeks with grade three students (8-year-olds) in two different under-resourced government schools. A comparison study was performed between students who learned through the traditional teaching methods and the ones who learned through the gamified tablet application. Using the post-colonial computing perspective, we report how some of the assumptions commonly applied in the developed countries do not work in a developing country such as Sri Lanka and how the introduction of gamified tablet applications afforded an environment that defied certain cultural norms making students feel comfortable around the teacher. We also observed the traditional teacher-centric learning transforming into a balanced mix of student-centric learning where students took ownership of their learning. © 2017, Springer-Verlag London Ltd.";"16174909";13;"Sri Lanka";"Scopus"
"568";"Development and evaluation of ‘Pure Rush’: An online serious game for drug education";"Stapinski L.A., Reda B., Newton N.C., Lawler S., Rodriguez D., Chapman C., Teesson M.,";2018;"Article";"Drug and Alcohol Review";"English";"adolescent; Gamification; prevention; serious games; substance use";"Introduction and Aims: Learning is most effective when it is active, enjoyable and incorporates feedback. Past research demonstrates that serious games are prime candidates to utilise these principles, however the potential benefits of this approach for delivering drug education are yet to be examined in Australia, a country where drug education in schools is mandatory. Design and Methods: The serious game ‘Pure Rush’ was developed across three stages. First, formative consultation was conducted with 115 students (67% male, aged 15–17 years), followed by feasibility and acceptability testing of a prototype of the game (n = 25, 68% male). In the final stage, 281 students (62% female, aged 13–16 years) were randomly allocated to receive a lesson involving Pure Rush or an active control lesson. The lessons were compared in terms of learning outcomes, lesson engagement and future intentions to use illicit drugs. Results: Students enjoyed playing Pure Rush, found the game age-appropriate and the information useful to them. Both the Pure Rush and the active control were associated with significant knowledge increase from pre to post-test. Among females, multi-level mixed-effects regression showed knowledge gain was greater in the Pure Rush condition compared to control (β = 2.36, 95% confidence interval 0.36–4.38). There was no evidence of between condition differences in lesson engagement or future intentions to use illicit drugs. Discussion and Conclusions: Pure Rush is an innovative online drug education game that is well received by students and feasible to implement in schools. [Stapinski LA, Reda B, Newton NC, Lawler S, Rodriguez D, Chapman C, Teesson M. Development and evaluation of ‘Pure Rush’: An online serious game for drug education. Drug Alcohol Rev 2017]. © 2017 Australasian Professional Society on Alcohol and other Drugs";"9595236";8;"Australia";"Scopus"
"569";"Impact of a Non-small Cell Lung Cancer Educational Program for Interdisciplinary Teams";"Murgu S., Rabito R., Lasko G., Jackson C., Mino-Kenudson M., Ettinger D.S., Ramalingam S.S., Edell E.S., GAIN collaborators,";2018;"Article";"Chest";"English";"education; flipped classroom; lung cancer; problem based learning; simulation";"Background: Successful implementation of non-small cell lung cancer (NSCLC) evidence-based guideline recommendations requires effective educational programs that target all clinicians from interdisciplinary teams. This study describes and evaluates the Engaging an Interdisciplinary Team for NSCLC (GAIN 3.0) experiential learning-based educational curriculum. Methods: GAIN 3.0 was designed to enhance interdisciplinary collaboration for effective NSCLC diagnosis, assessment, and treatment. The program used a flipped classroom model that included an e-learning component prior to a live 6-hour interactive program. The interactive program included hands-on simulations, small group workshops, gamification, and case discussions. Participants included academic and community members of multidisciplinary lung cancer teams. Assessments included an online baseline survey, a pretest and posttest, a program evaluation, a long-term survey (LTS), and on-site faculty evaluation of participants. Results: Of 416 attendees to 13 live GAIN 3.0 programs (nine in the United States and four in Europe), 304 (73%) completed the pretest and 187 (45%) completed the posttest. Out of a perfect score of 12 points, program participants had a mean test score of 6.3 ± 2.1 on the pretest (52%) and 7.8 ± 2.1 on the posttest (65%) (P =.03). There was an overall knowledge increase of 13% from pretest to posttest. Most LTS respondents (65%) rated the GAIN 3.0 live programs as “high impact.” On the LTS, the areas with the greatest gains in participants who had very high confidence were communication across disciplines, use of a team-based approach, and personalized treatment. Conclusions: GAIN 3.0 was a highly successful interdisciplinary activity that improved participants’ knowledge, competence, and likely the clinical care provided to patients with NSCLC. © 2017 American College of Chest Physicians";"123692";4;"United States";"Scopus"
"570";"Splitting and combining as a gamification method in engaging structured knowledge learning";"Song D., Shi D., Wang R., Xu H.,";2018;"Article";"Sustainability (Switzerland)";"English";"Gamification; Mechanics; Splitting and combining; Structured knowledge learning";"The understanding of the structure of knowledge is an essential step of education. Although teachers offer the information foundation and relationship among knowledge points, there are still few methods to encourage students to explore the structure of knowledge by themselves outside of classes. This paper explores the gamification method and the knowledge structure of computer science. We assess the gamification method of ""splitting and combining"" (SC) to encourage students to finish the process of learning structured knowledge in the university. The results show that this method works well in promoting learning enjoyment and that splitting demonstrates better performance than combining. We can consider the SC method when recommending a gamification method to engage students in structural learning assistance in future smart university education. © 2018 by the authors.";"20711050";5;"United Kingdom";"Scopus"
"571";"Gamification of Nursing Education with Digital Badges";"White M., Shellenbarger T.,";2018;"Article";"Nurse Educator";"English";"digital badges; educational technology; gamification; nursing education; teaching method";"Digital badges (DBs) serve as an innovative approach to gamifying nursing education by engaging socially connected, technologically savvy nursing students in learning. Because assessment and credentialing mechanisms are housed and managed online, DBs are designed as visible indicators of accomplishment and skill. This article describes important considerations for faculty when incorporating game-based pedagogies such as DB into nursing education and identifies potential pitfalls with DB use that faculty should consider. Copyright © 2018 Wolters Kluwer Health, Inc. All rights reserved.";"3633624";14;"United States";"Scopus"
"572";"MEdit4CEP-Gam: A model-driven approach for user-friendly gamification design, monitoring and code generation in CEP-based systems";"Calderón A., Boubeta-Puig J., Ruiz M.,";2018;"Article";"Information and Software Technology";"English";"Complex event processing; Gamification; Graphical modelling editor; Model-Driven Engineering; Monitoring; Strategy design";"Context: Gamification has been proven to increase engagement and motivation in multiple and different non-game contexts such as healthcare, education, workplace, and marketing, among others. However, many of these applications fail to achieve the desired benefits of gamification, mainly because of a poor design. Objective: This paper explores the conceptualization, implementation and monitoring phases of meaningful gamification strategies and proposes a solution for strategy experts that hides the implementation details and helps them focus only on what is crucial for the success of the strategy. The solution makes use of Model-Driven Engineering (MDE) and Complex Event Processing (CEP) technology. Method: An easy-to-use graphical editor is used to provide the high-level models that represent the design of the gamification strategy and its deployment and monitoring. These models contain the event pattern definitions to be automatically transformed into code. This code is then deployed both in a CEP engine to detect the conditions expressed in such patterns and in an enterprise service bus to execute the corresponding pattern actions. Results: The paper reports on the use of both a graphical modeling editor for gamification domain definition and a graphical modeling editor for gamification strategy design, monitoring and code generation in event-based systems. It also shows how the proposal can be used to design and automate the implementation and monitoring of a gamification strategy in an educational domain supported by a well-known Learning Management System (LMS) such as Moodle. Conclusion: It can be concluded that this unprecedented model-driven approach leveraging gamification and CEP technology provides strategy experts with the ability to graphically define gamification strategies, which can be directly transformed into code executable by event-based systems. Therefore, this is a novel solution for bringing CEP closer to any strategy expert, positively influencing the gamification strategy design, implementation and real-time monitoring processes. © 2017 Elsevier B.V.";"9505849";12;"Spain";"Scopus"
"573";"A systematic mapping study on game-related methods for software engineering education";"Souza M.R.A., Veado L., Moreira R.T., Figueiredo E., Costa H.,";2018;"Review";"Information and Software Technology";"English";"Game development based learning; Game-based learning; Gamification; Software engineering education";"Context: The use of games in software engineering education is not new. However, recent technologies have provided new opportunities for using games and their elements to enhance learning and student engagement. Objective: The goal of this paper is twofold. First, we discuss how game-related methods have been used in the context of software engineering education by means of a systematic mapping study. Second, we investigate how these game-related methods support specific knowledge areas from software engineering. By achieving these goals, we aim not only to characterize the state of the art on the use of game-related methods on software engineering education, but also to identify gaps and opportunities for further research. Method: We carried out a systematic mapping study to identify primary studies which address the use, proposal or evaluation of games and their elements on software engineering education. We classified primary studies based on type of approaches, learning goals based on software engineering knowledge areas, and specific characteristics of each type of approach. Results: We identified 156 primary studies, published between 1974 and June 2016. Most primary studies describe the use of serious games (86) and game development (57) for software engineering education, while Gamification is the least explored method (10). Learning goals of these studies and their development of skills are mostly related to the knowledge areas of “Software Process”, “Software Design”, and “Professional Practices”. Conclusions: The use of games in software engineering education is not new. However, there are some knowledge areas where the use of games can still be further explored. Gamification is a new trend and existing research in the field is quite preliminary. We also noted a lack of standardization both in the definition of learning goals and in the classification of game-related methods. © 2017 Elsevier B.V.";"9505849";43;"Brazil";"Scopus"
"574";"The flipped MOOC: Using gamification and learning analytics in MOOC design—A conceptual approach";"Klemke R., Eradze M., Antonaci A.,";2018;"Article";"Education Sciences";"English";"Flipped classroom; Flipped MOOC; Gamification; Learning analytics; MOOC design";"Recently, research has highlighted the potential of Massive Open Online Courses (MOOCs) for education, as well as their drawbacks, which are well known. Several studies state that the main limitations of the MOOCs are low completion and high dropout rates of participants. However, MOOCs suffer also from the lack of participant engagement, personalization, and despite the fact that several formats and types of MOOCs are reported in the literature, the majority of them contain a considerable amount of content that is mainly presented in a video format. This is in contrast to the results reported in other educational settings, where engagement and active participation are identified as success factors. We present the results of a study that involved educational experts and learning scientists giving new and interesting insights towards the conceptualization of a new design approach, the flipped MOOC, applying the flipped classroom approach to the MOOCs’ design and making use of gamification and learning analytics. We found important indications, applicable to the concept of a flipped MOOC, which entails turning MOOCs from mainly content-oriented delivery machines into personalized, interactive, and engaging learning environments. Our findings support the idea that MOOCs can be enriched by the orchestration of a flipped classroom approach in combination with the support of gamification and learning analytics. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.";"22277102";16;"Netherlands";"Scopus"
"575";"Goal Setting and Open Digital Badges in Higher Education";"Cheng Z., Watson S.L., Newby T.J.,";2018;"Article";"TechTrends";"English";"Competency-based education; Gamification; Goal setting; Motivation; Open digital badge";"While Open Digital Badges (ODBs) has gained an increasing recognition as micro-credentials, many researchers foresee the role of ODBs as an innovative learning tool to enhance learning experiences beyond that of an alternative credential. However, little research has explored this topic. The purposes of this paper are to 1) argue that one way to expand the impact of ODBs on learning is to integrate them with goal setting, 2) establish how ODBs could offer as an important tool in optimizing goal setting effects on learning, and 3) provide design recommendations for future educational practices that incorporate ODBs as a pedagogical tool. © 2018, Association for Educational Communications & Technology.";"87563894";12;"United States";"Scopus"
"576";"Kahoot! It: Gamification in higher education";"Lin D.T.A., Ganapathy M., Kaur M.,";2018;"Article";"Pertanika Journal of Social Sciences and Humanities";"English";"Game-based learning; Gamification; Higher education; Kahoot!; Knowledge reinforcement; Learning; Motivation";"Play is a social-centred process, able to boost motivation and promote learning across all levels and ages. With the growing push for creativity in the classroom as well as the application of effective technology in teaching and learning, it can be a daunting task for educators to find fitting competitive or game-based learning platforms. Foremost, educators need to consider elements such as motivation and whether the platform is likely to foster and reinforce learning. In the present study, a cohort of undergraduates at a public university in Malaysia were exposed to the use of Kahoot!, a game-based learning platform, during their weekly lectures for one semester. The participants were students of English for the Media, which covers theoretical and practical dimensions. The latter dimension includes the learning and application of media language features and devices. Survey data (51 respondents) on the whole, indicated that the students found Kahoot! to be beneficial in terms of: 1) inducing motivation as well as engagement, and 2) fostering and reinforcing learning (for both theoretical and practical aspects). The 33-item questionnaire created by the researchers was also tested for reliability, with returned values indicating high internal consistency, thus making the instrument a reliable option for use in future studies. The findings of this study are of relevance to researchers, educators, course designers, and designers of game-based learning applications. © Universiti Putra Malaysia Press.";"1287702";30;"Malaysia";"Scopus"
"577";"To gamify or not to gamify? An experimental field study of the influence of badges on motivation, activity, and performance in an online learning course";"Kyewski E., Krämer N.C.,";2018;"Article";"Computers and Education";"English";"Badges; e-learning; Gamification; Motivation; Social comparison";"Over the last few years, the implementation of game elements like badges in non-game environments has become increasingly popular (Butler, 2014). In this study, we tested whether badges, which could be received for successful task performance and specific activities within an e-learning course in a higher education setting, had an impact on students' motivation and performance. In a between-subjects experimental field study, students were randomly assigned to three different conditions (no badges, badges visible to peers, badges only visible to students themselves). The results show that badges have less impact on motivation and performance than is commonly assumed. Independent of condition, students’ intrinsic motivation decreased over time. Contrary to expectation, the badges that could only be viewed by the students themselves were evaluated more positively than those that could also be viewed by others. © 2017 Elsevier Ltd";"3601315";55;"Germany";"Scopus"
"578";"Examination outcomes following use of card games for learning radiographic image quality in veterinary medicine";"Ober C.P.,";2018;"Article";"Journal of Veterinary Medical Education";"English";"Artifacts; Card game; Gamification; Image quality; Radiography game; Radiology";"Understanding the concepts of radiographic image quality and artifact formation can be difficult for veterinary students. Two educational card games were previously developed to help students learn about factors affecting contrast and blackness as well as radiographic artifacts. Second-year veterinary students played one of the two card games as a part of their normal studies for their veterinary imaging course and later took the radiographic physics quiz normally administered during the course. Performance on quiz questions related to each of the two games was compared between students who played each respective game and those who did not. The hypothesis was that students who played a game would perform better on related questions than those who did not play that game. For the contrast and blackness questions, students who played the associated game as part of their studies performed better than those who only studied by conventional means (mean 4.3 vs. 3.8 out of 5 points, p = .02). However, there was no significant difference in results between groups for artifacts questions (mean 4.7 vs. 4.5 out of 5 points, p = .35). Based on these results, educational game play can have benefits to student learning, but performance may be dependent on specific game objectives and play mechanics. © 2018 AAVMC.";"0748321X";2;"United States";"Scopus"
"579";"Exploring children's understanding of law in their everyday lives";"Watkins D., Law E.L.-C., Barwick J., Kirk E.,";2018;"Article";"Legal Studies";"English";"Child law; Children's rights; Gamification; Public legal education; UN Convention on the Rights of the Child";"This paper sets out the findings of an exploratory study that, drawing on the so-called 'new sociology of childhood', has theorised the child as a competent social actor and conjectured that, on this basis, whilst they might lack formal legal capacity, children may nevertheless possess legal capability. Taking a child-first (as opposed to a law-first) approach, the study has sought to assess children's legal understanding using digital gaming as a research tool. We have identified as an area of particular strength children's attitudes to gender equality, and we have determined that many children demonstrate competency to deal with consumer-related issues appropriately. However, at the other extreme, we have established that children demonstrate considerable uncertainty concerning the levels of force that adult authority figures are permitted to exercise over them. We have found in the course of this study that children are competent and willing to express their views on matters that concern them. However, they do not expect to be invited to do this in their day-to-day lives. Related to this we have found a vast lack of awareness among children concerning the rights afforded to them under the United Nations Convention on the Rights of the Child. © The Society of Legal Scholars 2018.";"2613875";3;"United Kingdom";"Scopus"
"580";"Mobile technology in e-learning for undergraduate medical education on emergent otorhinolaryngology–head and neck surgery disorders: Pilot randomized controlled trial";"Lee L.-A., Wang S.-L., Chao Y.-P., Tsai M.-S., Hsin L.-J., Kang C.-J., Fu C.-H., Chao W.-C., Huang C.-G., Li H.-Y., Chuang C.-K.,";2018;"Article";"Journal of Medical Internet Research";"English";"E-learning; Gamification; Mobile technology; Randomized controlled trial; Video lecture";"Background: The use of mobile technology in e-learning (M-TEL) can add new levels of experience and significantly increase the attractiveness of e-learning in medical education. Whether an innovative interactive e-learning multimedia (IM) module or a conventional PowerPoint show (PPS) module using M-TEL to teach emergent otorhinolaryngology–head and neck surgery (ORL-HNS) disorders is feasible and efficient in undergraduate medical students is unknown. Objective: The aim of this study was to compare the impact of a novel IM module with a conventional PPS module using M-TEL for emergent ORL-HNS disorders with regard to learning outcomes, satisfaction, and learning experience. Methods: This pilot study was conducted at an academic teaching hospital and included 24 undergraduate medical students who were novices in ORL-HNS. The cognitive style was determined using the Group Embedded Figures Test. The participants were randomly allocated (1:1) to one of the two groups matched by age, sex, and cognitive style: the IM group and the PPS group. During the 100-min learning period, the participants were unblinded to use the IM or PPS courseware on a 7-inch tablet. Pretests and posttests using multiple-choice questions to evaluate knowledge and multimedia situational tests to evaluate competence were administered. Participants evaluated their satisfaction and learning experience by the AttrakDiff2 questionnaire, and provided feedback about the modules. Results: Overall, the participants had significant gains in knowledge (median of percentage change 71, 95% CI 1-100, P<.001) and competence (median of percentage change 25, 95% CI 0-33, P=.007) after 100 min of learning. Although there was no significant difference in knowledge gain between the two groups (median of difference of percentage change 24, 95% CI −75 to 36; P=.55), competence gain was significantly lower in the IM group compared with the PPS group (median of difference of percentage change −41, 95% CI −67 to −20; P=.008). However, the IM group had significantly higher scores of satisfaction (difference 2, 95% CI 2-4; P=.01), pragmatic quality (difference 1.7, 95% CI 0.1-2.7; P=.03), and hedonic stimulation (difference 1.9, 95% CI 0.3-3.1; P=.01) compared with the PPS group. Qualitative feedback indicated that the various games in the IM module attracted the participants’ attention but that the nonlinearly arranged materials affected their learning. Conclusions: Using M-TEL for undergraduate medical education on emergent ORL-HNS disorders, an IM module seems to be useful for gaining knowledge, but competency may need to occur elsewhere. While the small sample size reduces the statistical power of our results, its design seems to be appropriate to determine the effects of M-TEL using a larger group. Trial Registration: ClinicalTrials.gov NCT02971735; https://clinicaltrials.gov/ct2/show/NCT02971735 (Archived by WebCite at http://www.webcitation.org/6waoOpCEV) ©Li-Ang Lee, Shu-Ling Wang, Yi-Ping Chao, Ming-Shao Tsai, Li-Jen Hsin, Chung-Jan Kang, Chia-Hsiang Fu, Wei-Chieh Chao, Chung-Guei Huang, Hsueh-Yu Li, Cheng-Keng Chuang.";"14388871";7;"Taiwan";"Scopus"
"581";"Systematic review of gamification research in is education: A multi-method approach";"Osatuyi B., Osatuyi T., De La Rosa R.,";2018;"Article";"Communications of the Association for Information Systems";"English";"Engagement; Game dynamics; Game elements; Game mechanics; Gamification; Motivation";"Gamification refers to the use of game mechanics and game dynamics in non-gaming environments and contexts. Gamification is increasingly gaining attention among system designers across various industries especially in education due to the benefits associated with its implementation. The adoption of gamification in information systems (IS) education is promising for engaging and motivating students to complete their degree programs. Call for research in this area is particularly on the increase in the IS field. Accordingly, we need to organize the aggregation of research in this area and use common terminologies to promote progressive research practice in the field. In this paper, we use a multi-method approach to systematically review existing research on gamification in IS education to identify common terminologies, identify trends in topics studied, highlight understudied areas, and, thus, present opportunities for future research. The multi-method approach combines classical systematic review method and social network analysis to provide additional insight into the knowledge structure of researchers involved in the gamification of IS education. This review also highlights possible interventions that can improve student retention in IS education through the design of effective gamified courses. © 2018 by the Association for Information Systems.";"15293181";14;"United States";"Scopus"
"582";"Using gamification to develop academic writing skills in dental undergraduate students";"El Tantawi M., Sadaf S., AlHumaid J.,";2018;"Article";"European Journal of Dental Education";"English";"formative feedback; gamification; plagiarism; role-playing; writing";"Objectives: To assess the satisfaction of first-year dental students with gamification and its effect on perceived and actual improvement of academic writing. Methods: Two first-year classes of dental undergraduate students were recruited for the study which extended over 4 months and ended in January 2015. A pre-intervention assessment of students’ academic writing skills was performed using criteria to evaluate writing. The same criteria were used to evaluate the final writing assignment after the intervention. Students’ satisfaction with game aspects was assessed. The per cent change in writing score was regressed on scores of satisfaction with game aspects controlling for gender. Perceived improvement in writing was also assessed. Results: Data from 87 (94.6%) students were available for analysis. Students’ overall satisfaction with the gamified experience was modest [mean (SD) = 5.9 (2.1)] and so was their overall perception of improvement in writing [mean (SD) = 6.0 (2.2)]. The per cent score of the first assignment was 35.6 which improved to 80 in the last assignment. Satisfaction with playing the game was significantly associated with higher percentage of improvement in actual writing skills [regression coefficient (95% confidence interval) = 21.1 (1.9, 40.2)]. Conclusion: Using gamification in an obligatory course for first-year dental students was associated with an improvement in academic writing skills although students’ satisfaction with game aspects was modest and their willingness to use gamification in future courses was minimal. © 2016 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd";"13965883";18;"Saudi Arabia";"Scopus"
"583";"Design and evaluation of a pervasive coaching and gamification platform for young diabetes patients";"Klaassen R., Bul K.C.M., Op Den Akker R., Van Der Burg G.J., Kato P.M., Di Bitonto P.,";2018;"Article";"Sensors (Switzerland)";"English";"Diabetes education; Digital coaching; Self-management; Serious gaming; User evaluations";"Self monitoring, personal goal-setting and coaching, education and social support are strategies to help patients with chronic conditions in their daily care. Various tools have been developed, e.g., mobile digital coaching systems connected with wearable sensors, serious games and patient web portals to personal health records, that aim to support patients with chronic conditions and their caregivers in realizing the ideal of self-management. We describe a platform that integrates these tools to support young patients in diabetes self-management through educational game playing, monitoring and motivational feedback. We describe the design of the platform referring to principles from healthcare, persuasive system design and serious game design. The virtual coach is a game guide that can also provide personalized feedback about the user’s daily care related activities which have value for making progress in the game world. User evaluations with patients under pediatric supervision revealed that the use of mobile technology in combination with web-based elements is feasible but some assumptions made about how users would connect to the platform were not satisfied in reality, resulting in less than optimal user experiences. We discuss challenges with suggestions for further development of integrated pervasive coaching and gamification platforms in medical practice. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.";"14248220";28;"United Kingdom";"Scopus"
"584";"Leveraging Quick Response Code Technology to Facilitate Simulation-Based Leaderboard Competition";"Chang T.P., Doughty C.B., Mitchell D., Rutledge C., Auerbach M.A., Frisell K., Jani P., Kessler D.O., Wolfe H., MacKinnon R.J., Dewan M., Pirie J., Lemke D., Khattab M., Tofil N., Nagamuthu C., Walsh C.M.,";2018;"Article";"Simulation in Healthcare";"English";"competitive behavior; experimental; games; resuscitation; Simulation";"Introduction Leaderboards provide feedback on relative performance and a competitive atmosphere for both self-guided improvement and social comparison. Because simulation can provide substantial quantitative participant feedback, leaderboards can be used, not only locally but also in a multidepartment, multicenter fashion. Quick Response (QR) codes can be integrated to allow participants to access and upload data. We present the development, implementation, and initial evaluation of an online leaderboard employing principles of gamification using points, badges, and leaderboards designed to enhance competition among healthcare providers. Method This article details the fundamentals behind the development and implementation of a user-friendly, online, multinational leaderboard that employs principles of gamification to enhance competition and integrates a QR code system to promote both self-reporting of performance data and data integrity. An open-ended survey was administered to capture perceptions of leaderboard implementation. Results Conceptual step-by-step instructions detailing how to apply the QR code system to any leaderboard using simulated or real performance metrics are outlined using an illustrative example of a leaderboard that employed simulated cardiopulmonary resuscitation performance scores to compare participants across 17 hospitals in 4 countries for 16 months. The following three major descriptive categories that captured perceptions of leaderboard implementation emerged from initial evaluation data from 10 sites: (1) competition, (2) longevity, and (3) perceived deficits. Conclusions A well-designed leaderboard should be user-friendly and encompass best practices in gamification principles while collecting and storing data for research analyses. Easy storage and export of data allow for longitudinal record keeping that can be leveraged both to track compliance and to enable social competition. Copyright © 2018 by the Society for Simulation in Healthcare.";"15592332";5;"United States";"Scopus"
"585";"Applying game-based learning in nursing education: Empathy board game learning";"Lu C.-F., Wu S.-M., Shu Y.-M., Yeh M.-Y.,";2018;"Article";"Journal of Nursing";"Chinese";"Board game; Empathy; Gamed based learning; Nursing education";"Attending lectures and reading are two common approaches to acquiring knowledge, while repetitive practice is a common approach to acquiring skills. Nurturing proper attitudes in students is one of the greatest challenges for educators. Health professionals must incorporate empathy into their practice. Creative teaching strategies may offer a feasible approach to enhancing empathy-related competence. The present article focuses on analyzing current, empathy-related curriculums in nursing education in Taiwan, exploring the concepts of empathy and game-based learning, presenting the development of an empathy board game as a teaching aid, and, finally, evaluating the developed education application. Based on the learner-centered principle, this aid was designed with peer learning, allowing learners to influence the learning process, to simulate the various roles of clients, and to develop diverse interpersonal dialogues. The continuous learning loops were formed using the gamification mechanism and transformation, enabling students to connect and practice the three elements of empathy ability: emotion, cognition and expression. Via the game elements of competition, interaction, storytelling, real-time responses, concretizing feedback, integrated peer learning, and equality between teachers and students, students who play patient roles are able to perceive different levels of comfort, which encourages the development of insight into the meaning of empathy. Thereby, the goals of the empathy lesson is achievable within a creative game-based learning environment.";"0047262X";1;"Taiwan";"Scopus"
"586";"Formative student-authored question bank: Perceptions, question quality and association with summative performance";"Walsh J.L., Harris B.H.L., Denny P., Smith P.,";2018;"Article";"Postgraduate Medical Journal";"English";"faculty review; formative; gamification; MCQ; peerwise; question bank; SBA; single-best answer; student authored; student contributing pedagogy; student question writing; student-authored question quality; summative; trolling";"Purpose of the study There are few studies on the value of authoring questions as a study method, the quality of the questions produced by students and student perceptions of student-authored question banks. Here we evaluate PeerWise, a widely used and free online resource that allows students to author, answer and discuss multiple-choice questions. Study design We introduced two undergraduate medical student cohorts to PeerWise (n=603). We looked at their patterns of PeerWise usage; identified associations between student engagement and summative exam performance; and used focus groups to assess student perceptions of the value of PeerWise for learning. We undertook item analysis to assess question difficulty and quality. Results Over two academic years, the two cohorts wrote 4671 questions, answered questions 606 658 times and posted 7735 comments. Question writing frequency correlated most strongly with summative performance (Spearman's rank: 0.24, p=<0.001). Student focus groups found that: (1) students valued curriculum specificity; and (2) students were concerned about student-authored question quality. Only two questions of the 300 'most-answered' questions analysed had an unacceptable discriminatory value (point-biserial correlation <0.2). Conclusions Item analysis suggested acceptable question quality despite student concerns. Quantitative and qualitative methods indicated that PeerWise is a valuable study tool. © Article author(s) (or their employer(s) unless otherwise stated in the text of the article) 2018.";"325473";14;"United Kingdom";"Scopus"
"587";"The effects of a mobile gamification app on elementary students’ Spanish achievement and self-efficacy";"Rachels J.R., Rockinson-Szapkiw A.J.,";2018;"Article";"Computer Assisted Language Learning";"English";"applications in subject areas; Elementary education; improving classroom teaching; intelligent tutoring systems; interactive learning environments";"A quasi-experimental, pretest-posttest, non-equivalent control group design was used to examine the effect of a mobile gamification application on third and fourth grade students’ Spanish language achievement and student academic self-efficacy. In this study, the treatment group's Spanish language instruction was through the use of Duolingo®, a computer and mobile app that uses gamification and adaptive learning technology to teach foreign languages. Students in the control group received their regularly scheduled English L1/Spanish L2 class learning activities. The study was 12 weeks in duration. Students were assessed with a 50-question, multiple-choice English to Spanish and Spanish to English pretest covering vocabulary and grammar to control for prior Spanish language achievement. Students were assessed with the Pattern of Adaptive Learning Scales’ (PALS) Academic Efficacy subscale to control for prior academic self-efficacy. The same two instruments were used as posttests. An analysis of covariance showed no significant difference in students’ Spanish achievement or in academic self-efficacy between students who used Duolingo® and students who were taught with traditional face-to-face instruction. This demonstrates that Duolingo® is a useful tool for teaching Spanish to elementary students. © 2017 Informa UK Limited, trading as Taylor & Francis Group.";"9588221";38;"United States";"Scopus"
"588";"Posthumanist Movement Art Pedagogy: Geolocative Awareness and Co-Figurative Agency With Mobile Learning";"Keifer-Boyd K., Knochel A.D., Patton R.M., Sweeny R.W.,";2018;"Article";"Studies in Art Education";"English";"";"Mobile learning from a posthumanist critical perspective is the co-figuration of learner with geolocative mobile devices that blurs boundaries of the networked body. In this study, four art education researchers explore geolocative co-figurative possibilities of mobile learning. The authors theorize co-figurative agency and heighten awareness of the importance of sociospatial relationships afforded by the current milieu of networked geolocative knowledge to arts pedagogy. Through analysis of case studies of art practice, a new theoretical concept called posthumanist movement art pedagogy is developed to investigate movement as a posthumanist art practice, enacting agency through mobile data co-figuration within spaces of geolocative awareness. Case studies concentrate on mobile new media art utilizing photography, gamification, Global Positioning System drawing, and data collection/broadcasting. Impacts on the field of art and education focus on movement as being co-figured with the body and geolocation data as sites for potential transformation, embodiment, play, and data-identity constructions. © 2018, Copyright 2018 by the National Art Education Association.";"393541";2;"United States";"Scopus"
"589";"Beyond the textbook. Gamification through ITC as an innovative alternative in Physical Education [Más allá del libro de texto. La gamificación mediada con TIC como alternativa de innovación en Educación Física]";"González L.E.Q., Jiménez F.J., Moreira M.,";2018;"Article";"Retos";"Spanish";"Cooperative learning; Gamification; Physical education.";"Summary. The present essay seeks to challenge traditional physical-education models –based on text books– and learning standardization. For this purpose, it focuses on educational trends based on gamification, transmedia storytelling and cooperative leaning. Moreover, it shows the description of one of the teaching goals –as an example of how gamification learning works– the perception of the student body about the experience, the impact of the use of ICT, the transfer of the gamification activities and its application to other contexts. The results show that the motivation and cooperative teaching have been reinforced with the strategy of gamification and the students will work more in class. © Copyright: Federación Española de Asociaciones de Docentes de Educación Física (FEADEF).";"15791726";14;"Spain";"Scopus"
